Database,Phyla,Class,Order,Family,Species,Original Name,Meiosis Type,Ploidy,Female Diploid,Male Diploid,Achiasmy Sex,Sex Chromosome System,Notes,Sex Chrom Notes,Citation
Mammal,Chordata,Mammalia,Carnivora,Hyaenidae,Proteles cristatus,,chiasmatic,2,40,40,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Mephitidae,Conepatus leuconotus,,chiasmatic,2,46,46,,XY,,,Animal Karyotype Book 2020 (Perelman et al. 2008)
Mammal,Chordata,Mammalia,Carnivora,Mephitidae,Mephitis macroura,,chiasmatic,2,50,50,,XY,,,Animal Karyotype Book 2020 (Perelman et al. 2008)
Mammal,Chordata,Mammalia,Carnivora,Mephitidae,Mephitis mephitis,,chiasmatic,2,50,50,,XY,,,Blackmon (Perelman et al. 2008)
Mammal,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale gracilis,,chiasmatic,2,60,60,,XY,,,Animal Karyotype Book 2020 (Perelman et al. 2008)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Amblonyx cinerea,,chiasmatic,2,38,38,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Eira barbara,,chiasmatic,2,38,38,,XY,,,Blackmon (Wurster-Hill and Centerwall 1982)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Enhydra lutris,,chiasmatic,2,38,38,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Galictis vittata,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Wurster-Hill and Centerwall 1982)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Gulo gulo,,chiasmatic,2,42,42,,XY,,,Blackmon (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Ictonyx striatus,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Graphodatsky et al. 2002)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Lutra lutra,,chiasmatic,2,36,36,,XY,,,Animal Karyotype Book (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Lutra lutra,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book 2020 (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Martes americana,,chiasmatic,2,38,38,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Martes flavigula,,chiasmatic,2,40,40,,XY,,,Animal Karyotype Book (Nie et al. 2002)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Martes foina,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Nie et al. 2002)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Martes martes,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Martes melampus,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Graphodatsky et al. 2002)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Martes zibellina,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Meles meles,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Nie et al. 2002)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mellivora capensis,,chiasmatic,2,40,40,,XY,,,Animal Karyotype Book (Wurster-Hill and Centerwall 1982)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Melogale moschata,,chiasmatic,2,38,38,,XY,,,Blackmon (Nie et al. 2002)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Melogale sp.,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Wurster-Hill and Centerwall 1982)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela altaica,,chiasmatic,2,44,44,,XY,,,Blackmon (Graphodatsky et al. 2002)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela erminea,,chiasmatic,2,44,44,,XY,,,Blackmon (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela eversmanni,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Graphodatsky et al. 2002)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela frenata,,chiasmatic,2,42,42,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela itatsi,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book 2020 (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela lutreola,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Graphodatsky et al. 2002)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela nigripes,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book 2020 (Houck (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela nivalis,,chiasmatic,2,42,42,,XY,,,Animal Karyotype Book (Perelman and Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela putorius furo,,chiasmatic,2,40,40,,XY,,,Blackmon (Cavagna et al. 2000)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela putorius putorius,,chiasmatic,2,40,40,,XY,,,Animal Karyotype Book (Graphodatsky et al. 2002)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela sibirica,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela sibirica itatsi,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela vison,,chiasmatic,2,30,30,,XY,,,Blackmon (Serov (1998))
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Spilogale gracilis latifrons,,chiasmatic,2,60,60,,XY,,,Animal Karyotype Book (Benirschke 1969)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Spilogale putorius,,chiasmatic,2,64,64,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Spilogale putorius interrupta,,chiasmatic,2,64,64,,XY,,,Animal Karyotype Book (Benirschke 1969)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Taxidea taxus,,chiasmatic,2,32,32,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Vormela peregusna,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Nandiniidae,Nandinia binotata,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Wurster-Hill and Gray 1975)
Mammal,Chordata,Mammalia,Carnivora,Odobenidae,Odobenus rosmarus,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book (Arnason 1977)
Mammal,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus forsteri,,chiasmatic,2,36,36,,XY,,,Animal Karyotype Book 2020 (Beklemisheva (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus pusillus,,chiasmatic,2,36,36,,XY,,,Animal Karyotype Book (Arnason 1977)
Mammal,Chordata,Mammalia,Carnivora,Otariidae,Callorhinus ursinus,,chiasmatic,2,36,36,,XY,,,Blackmon (Arnason 1977)
Mammal,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias jubatus,,chiasmatic,2,36,36,,XY,,,Blackmon (Arnason 1974b)
Mammal,Chordata,Mammalia,Carnivora,Otariidae,Phocarctos hookeri,,chiasmatic,2,36,36,,XY,,,Animal Karyotype Book 2020 (Beklemisheva (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Otariidae,Zalophus californianus,,chiasmatic,2,36,36,,XY,,,Blackmon (Arnason 1974a)
Mammal,Chordata,Mammalia,Carnivora,Phocidae,Cystophora cristata,,chiasmatic,2,34,34,,XY,,,Blackmon (Arnason 1974b)
Mammal,Chordata,Mammalia,Carnivora,Phocidae,Erignathus barbatus,,chiasmatic,2,34,34,,XY,,,Blackmon (Arnason 1974b)
Mammal,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus grypus,,chiasmatic,2,32,32,,XY,,,Blackmon (Arnason 1970a)
Mammal,Chordata,Mammalia,Carnivora,Phocidae,Leptonychotes weddelli,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book (Arnason 1974b)
Mammal,Chordata,Mammalia,Carnivora,Phocidae,Mirounga angustirostris,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book (Arnason 1974b)
Mammal,Chordata,Mammalia,Carnivora,Phocidae,Monachus schauinslandi,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book (Arnason 1974b)
Mammal,Chordata,Mammalia,Carnivora,Phocidae,Pagophilus groenlandicus,,chiasmatic,2,32,32,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Phocidae,Phoca fasciata,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book (Arnason 1977)
Mammal,Chordata,Mammalia,Carnivora,Phocidae,Phoca groenlandica,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book (Arnason 1974c)
Mammal,Chordata,Mammalia,Carnivora,Phocidae,Phoca largha,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book 2020 (Beklemisheva (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Phocidae,Phoca vitulina,,chiasmatic,2,32,32,,XY,,,Blackmon (Fronicke et al. 1997)
Mammal,Chordata,Mammalia,Carnivora,Phocidae,Pusa hispida,,chiasmatic,2,32,32,,XY,,,Blackmon (Arnason 1974c)
Mammal,Chordata,Mammalia,Carnivora,Phocidae,Pusa sibirica,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book 2020 (Beklemisheva et al. 2016)
Mammal,Chordata,Mammalia,Carnivora,Procyonidae,Ailurus fulgens,,chiasmatic,2,36,36,,XY,,,Blackmon (Ni et al. 2002)
Mammal,Chordata,Mammalia,Carnivora,Procyonidae,Bassariscus astutus,,chiasmatic,2,38,38,,XY,,,Blackmon (Nash et al. 2008)
Mammal,Chordata,Mammalia,Carnivora,Procyonidae,Brassaricyon sp.,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Wurster-Hill and Gray 1975)
Mammal,Chordata,Mammalia,Carnivora,Procyonidae,Nasua nasua,,chiasmatic,2,38,38,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Procyonidae,Potos flavus,,chiasmatic,2,38,38,,XY,,,Blackmon (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Procyonidae,Procyon lotor,,chiasmatic,2,38,38,,XY,,,Blackmon (Stanyon et al. 1993)
Mammal,Chordata,Mammalia,Carnivora,Ursidae,Ailuropoda melanoleuca,,chiasmatic,2,42,42,,XY,,,Animal Karyotype Book (Nash et al. 2001)
Mammal,Chordata,Mammalia,Carnivora,Ursidae,Helarctos malayanus,,chiasmatic,2,74,74,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Ursidae,Selenarctos thibetanus,,chiasmatic,2,74,74,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos ornatus,,chiasmatic,2,52,52,,XY,,,Animal Karyotype Book (Nash et al. 1998)
Mammal,Chordata,Mammalia,Carnivora,Ursidae,Ursus americanus,,chiasmatic,2,74,74,,XY,,,Blackmon (Nash and O'Brien 1987)
Mammal,Chordata,Mammalia,Carnivora,Ursidae,Ursus arctos,,chiasmatic,2,74,74,,XY,,,Animal Karyotype Book (Nash and O'Brien 1987)
Mammal,Chordata,Mammalia,Carnivora,Ursidae,Ursus malayanus,,chiasmatic,2,74,74,,XY,,,Animal Karyotype Book (Nash and O'Brien 1987)
Mammal,Chordata,Mammalia,Carnivora,Ursidae,Ursus maritimus,,chiasmatic,2,74,74,,XY,,,Animal Karyotype Book (Nash and O'Brien 1987)
Mammal,Chordata,Mammalia,Carnivora,Ursidae,Ursus thibetanus,,chiasmatic,2,74,74,,XY,,,Animal Karyotype Book (Nash and O'Brien 1987)
Mammal,Chordata,Mammalia,Carnivora,Ursidae,Ursus ursinus,,chiasmatic,2,74,74,,XY,,,Animal Karyotype Book (Nash and O'Brien 1987)
Mammal,Chordata,Mammalia,Carnivora,Viverridae,Arctictis binturong,,chiasmatic,2,42,42,,XY,,,Blackmon (Wurster-Hill and Gray 1975)
Mammal,Chordata,Mammalia,Carnivora,Viverridae,Arctogalidia trivirgata stigmatica,,chiasmatic,2,40,40,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Viverridae,Genetta genetta,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Viverridae,Genetta genetta neumanni,,chiasmatic,2,52,52,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Viverridae,Genetta johnstoni,,chiasmatic,2,50,50,,XY,,,Animal Karyotype Book 2020 (Gaubert et al. 2004)
Mammal,Chordata,Mammalia,Carnivora,Viverridae,Genetta maculata,,chiasmatic,2,52,52,,XY,,,Animal Karyotype Book 2020 (Matoso Silva et al. 2016)
Mammal,Chordata,Mammalia,Carnivora,Viverridae,Genetta pardina,,chiasmatic,2,52,52,,XY,,,Animal Karyotype Book 2020 (Beklemisheva (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Viverridae,Genetta tigrina,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Viverridae,Hemigalus derbyanus,,chiasmatic,2,42,42,,XY,,,Animal Karyotype Book (Wurster-Hill and Gray 1975)
Mammal,Chordata,Mammalia,Carnivora,Viverridae,Paguma larvata,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Perelman et al. 2005)
Mammal,Chordata,Mammalia,Carnivora,Viverridae,Paradoxurus hermaphroditicus,,chiasmatic,2,42,42,,XY,,,Blackmon (Wurster-Hill and Gray 1975)
Mammal,Chordata,Mammalia,Carnivora,Viverridae,Prionodon linsang,,chiasmatic,2,34,34,,XY,,,Blackmon (Wurster-Hill and Gray 1975)
Mammal,Chordata,Mammalia,Carnivora,Viverridae,Viverricula indica,,chiasmatic,2,38,38,,XY,,,Blackmon (Wurster-Hill and Gray 1975)
Mammal,Chordata,Mammalia,Carnivora,Viverridae,Viverricula indica,,chiasmatic,2,36,36,,XY,,,Animal Karyotype Book 2020 (Nie et al. 2012)
Mammal,Chordata,Mammalia,Chiroptera,Emballonuridae,Cormura brevirostris,,chiasmatic,2,22,22,,XY,,,Animal Karyotype Book 2020 (Araujo et al. 2016)
Mammal,Chordata,Mammalia,Chiroptera,Emballonuridae,Taphozous longimanus,,chiasmatic,2,42,42,,XY,,,Blackmon (Sreepada et al. 1995)
Mammal,Chordata,Mammalia,Chiroptera,Emballonuridae,Taphozous melanopogon,,chiasmatic,2,42,42,,XY,,,Animal Karyotype Book (Sreepada et al. 1995)
Mammal,Chordata,Mammalia,Chiroptera,Emballonuridae,Taphozous nudiventris,,chiasmatic,2,42,42,,XY,,,Animal Karyotype Book (Sreepada et al. 1995)
Mammal,Chordata,Mammalia,Chiroptera,Emballonuridae,Taphozous saccolaimus,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Sreepada et al. 1995)
Mammal,Chordata,Mammalia,Chiroptera,Hipposideridae,Aselliscus stoliczkanus,,chiasmatic,2,30,30,,XY,,,Animal Karyotype Book 2020 (Ao et al. 2007)
Mammal,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros armiger,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book 2020 (Mao et al. 2010)
Mammal,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros ater,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book (Sreepada et al. 1993)
Mammal,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros cineraceus,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book (Sreepada et al. 1993)
Mammal,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros fulvus,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book (Sreepada et al. 1993)
Mammal,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros fulvus pallidus,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book (Choudhury and Patro 1993)
Mammal,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros lankadiva,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book (Sreepada et al. 1993)
Mammal,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros larvatus,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book 2020 (Volleth et al. 2002)
Mammal,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros pomona,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book (Sreepada et al. 1993)
Mammal,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros pomona,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book 2020 (Mao et al. 2010)
Mammal,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros pratti,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book 2020 (Mao et al. 2010)
Mammal,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros speoris,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book (Sreepada et al. 1993)
Mammal,Chordata,Mammalia,Chiroptera,Megadermatidae,Megaderma lyra,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book (Choudhury and Mohanty 1993)
Mammal,Chordata,Mammalia,Chiroptera,Megadermatidae,Megaderma spasma,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Morielle-Versute et al. 1992)
Mammal,Chordata,Mammalia,Chiroptera,Miniopteridae,Miniopterus fuliginosus,,chiasmatic,2,46,46,,XY,,,Animal Karyotype Book 2020 (Ao et al.2006)
Mammal,Chordata,Mammalia,Chiroptera,Molossidae,Chaerephon plicatus,,chiasmatic,2,48,48,,XY,,,Animal Karyotype Book 2020 (Mao et al. 2007b)
Mammal,Chordata,Mammalia,Chiroptera,Molossidae,Eumops glaucinus,,chiasmatic,2,40,40,,XY,,,Animal Karyotype Book (Morielle-Versute et al. 1996)
Mammal,Chordata,Mammalia,Chiroptera,Molossidae,Eumops perotis,,chiasmatic,2,48,48,,XY,,,Animal Karyotype Book (Morielle-Versute et al. 1996)
Mammal,Chordata,Mammalia,Chiroptera,Molossidae,Molossops abrasus,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book (Morielle-Versute et al. 1996)
Mammal,Chordata,Mammalia,Chiroptera,Molossidae,Molossops temminckii,,chiasmatic,2,48,48,,XY,,,Animal Karyotype Book (Morielle-Versute et al. 1996)
Mammal,Chordata,Mammalia,Chiroptera,Molossidae,Molossus molossus,,chiasmatic,2,48,48,,XY,,,Animal Karyotype Book (Morielle-Versute et al. 1996)
Mammal,Chordata,Mammalia,Chiroptera,Molossidae,Molossus rufus,,chiasmatic,2,48,48,,XY,,,Animal Karyotype Book (Morielle-Versute et al. 1996)
Mammal,Chordata,Mammalia,Chiroptera,Molossidae,Nyctinomops laticaudatus,,chiasmatic,2,48,48,,XY,,,Animal Karyotype Book (Morielle-Versute et al. 1996)
Mammal,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida brasiliensis,,chiasmatic,2,48,48,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida teniotis,,chiasmatic,2,48,48,,XY,,,Animal Karyotype Book 2020 (Mao et al. 2008)
Mammal,Chordata,Mammalia,Chiroptera,Mormoopidae,Mormoops blainvillii,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Sites et al. 1981)
Mammal,Chordata,Mammalia,Chiroptera,Mormoopidae,Pteronotus gymnonotus,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Sites et al. 1981)
Mammal,Chordata,Mammalia,Chiroptera,Mormoopidae,Pteronotus macleayii,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Sites et al. 1981)
Mammal,Chordata,Mammalia,Chiroptera,Mormoopidae,Pteronotus parnelii,,chiasmatic,2,38,38,,XY,,,Blackmon (Sites et al. 1981)
Mammal,Chordata,Mammalia,Chiroptera,Mormoopidae,Pteronotus personatus,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Sites et al. 1981)
Mammal,Chordata,Mammalia,Chiroptera,Mystacinidae,Mystacina tuberculata,,chiasmatic,2,36,36,,XY,,,Animal Karyotype Book (Bickham et al. 1980)
Mammal,Chordata,Mammalia,Chiroptera,Natalidae,Natalus major,,chiasmatic,2,36,36,,XY,,,Animal Karyotype Book (Hoyt and Baker 1980)
Mammal,Chordata,Mammalia,Chiroptera,Natalidae,Natalus tumidirostris,,chiasmatic,2,36,36,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Chiroptera,Noctilionidae,Noctilio albiventris,,chiasmatic,2,34,34,,XY,,,Blackmon (Varella-Garcia et al. 1989)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Ametrida centurio,,chiasmatic,2,31,32,,complex XY,,XY1Y2,Animal Karyotype Book (Baker et al. 1979)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Anoura caudifera,,chiasmatic,2,30,30,,XY,,,Animal Karyotype Book (Varella-Garcia et al. 1989)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Anoura cultrata,,chiasmatic,2,30,30,,XY,,,Animal Karyotype Book (Baker et al. 1979)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Ardops nichollsi,,chiasmatic,2,30,31,,complex XY,,XY1Y2,Animal Karyotype Book 2020 (Baker et al. 1979)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Ariteus flavescens,,chiasmatic,2,30,31,,complex XY,,XY1Y2,Animal Karyotype Book (Baker et al. 1979)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus jamaicensis,,chiasmatic,2,30,31,,complex XY,,XY1Y2,Blackmon (Baker et al. 1979)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus jamaicensis,,chiasmatic,2,28,28,,complex XY,,XY1Y2,Animal Karyotype Book 2020 (Baker et al. 1979)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus lituratus,,chiasmatic,2,30,31,,complex XY,,XY1Y2,Blackmon (Varella-Garcia et al. 1989)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus nichollsi,,chiasmatic,2,31,32,,complex XY,,XY1Y2,Animal Karyotype Book (Baker et al. 1979)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus obscurus,,chiasmatic,2,30,31,,complex XY,,XY1Y2,Animal Karyotype Book 2020 (Pieczarka et al. 2013)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus toltecus,,chiasmatic,2,30,31,,complex XY,,XY1Y2,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Carollia brevicauda,,chiasmatic,2,20,21,,complex XY,,XY1Y2,Animal Karyotype Book (Stock 1975)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Carollia castanea,,chiasmatic,2,22,22,,XY,,,Animal Karyotype Book (Stock 1975)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Carollia castanea,,chiasmatic,2,20,20,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Carollia perspicillata,,chiasmatic,2,20,21,,complex XY,,XY1Y2,Blackmon (Teeling and Stanyon (Unpublished))
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Carollia subrufa,,chiasmatic,2,20,21,,complex XY,,XY1Y2,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Chiroderma doriae,,chiasmatic,2,26,26,,XY,,,Animal Karyotype Book (Varella-Garcia et al. 1989)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Chiroderma improvisum,,chiasmatic,2,26,26,,XY,,,Animal Karyotype Book (Baker et al. 1979)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Chiroderma villosum,,chiasmatic,2,26,26,,XY,,,Blackmon (Varella-Garcia et al. 1989)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Choeroniscus godmani,,chiasmatic,2,20,19,,complex XY,,X1X2Y,Blackmon (Hsu et al. 1968)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Choeroniscus itermedius,,chiasmatic,2,20,20,,XY,,,Animal Karyotype Book (Stock 1975)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Choeroniscus minor,,chiasmatic,2,20,20,,XY,,,Animal Karyotype Book 2020 (Das Neves et al. 2001)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Choeronycteris mexicana,,chiasmatic,2,16,16,,XY,,,Animal Karyotype Book (Baker et al. 1979)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Chrotopterus auritus,,chiasmatic,2,28,28,,XY,,,Animal Karyotype Book (Morielle-Versute et al. 1992)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Desmodus rotundus,,chiasmatic,2,28,28,,XY,,,Animal Karyotype Book (Varella-Garcia et al. 1989)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Desmodus rotundus murius,,chiasmatic,2,28,28,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Diaemus youngi,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book (Varella-Garcia et al. 1989)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Diphylla ecaudata,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book (Baker et al. 1979)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Ectophylla alba,,chiasmatic,2,30,30,,XY,,,Animal Karyotype Book (Baker et al. 1979)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Enchisthenes hartii,,chiasmatic,2,31,32,,complex XY,,XY1Y2,Animal Karyotype Book (Baker et al. 1979)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Erophylla sezekorni,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book (Baker et al. 1979)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Glossophaga soricina,,chiasmatic,2,32,32,,XY,,,Blackmon (Varella-Garcia et al. 1989)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Hylonycteris underwoodi,,chiasmatic,2,16,16,,XY,,,Animal Karyotype Book (Baker et al. 1979)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Lichonycteris obscura,,chiasmatic,2,24,24,,XY,,,Animal Karyotype Book (Baker et al. 1979)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Lionycteris obscura,,chiasmatic,2,24,24,,XY,,,Animal Karyotype Book 2020 (Baker et al. 1979)
Mammal,Chordata,Mammalia,Chiroptera,Phyllostomidae,Lionycteris spurrelli,,chiasmatic,2,28,28,,XY,,,Animal Karyotype Book (Baker et al. 1979)
