"Order","Suborder","Family","species","Meioformula","Citation"
"Coleoptera","Adephaga","Carabidae","Pseudotetracha whelani ","2n=26 12+XY","Galian and Hudson (1999)"
"Coleoptera","Adephaga","Carabidae","Pterophilus brevipennis ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus aereipennis ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus aethiops ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus alacer ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus angustatus ","2n=37M 18+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Pterostichus angustatus ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus anthracinus ","2n=37M 18+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Pterostichus argutor diligens ","2n=30M 14+XY","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus argutor strenuus ","2n=30M ","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus aterrimus nigerrimus ","2n=37M 18+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Pterostichus bicolor ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus brevipennis ","2n=37M 18+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Pterostichus cantaber ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus cantabricus ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus cf dufouri","2n=37M ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Pterostichus chyddaeus ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus coraci ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus coracinus","2n=37M 18+XO","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Pterostichus cristatus ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus cristatus cantabricus ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus diligens ","2n=30M 14+XY","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Pterostichus dufouri ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus elongatus ","2n=37M 18+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Pterostichus flavofemoratus ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus ghiliani ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus globosus ebenus ","2n=37M ","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus gracile ","2n=37M 18+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Pterostichus herculaneus ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus impressus ","2n=37M ","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus insidiator ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus interruptus ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus madidus ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus melarius ","2n=37M/2n=38F 18+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Pterostichus melas ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus metallicus ","2n=37M 18+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Pterostichus minor ","2n=37M 18+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Pterostichus morio ","2n=32M ","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus muehlfeldi","2n=34M ","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus multipunctatus ","2n=38M 18+XY","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus nemoralis ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus niger ","2n=37M 18+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Pterostichus nigrita ","2n=37M/2n=38F 18+XO","R. Angus, Brown, and Bryant (2000)"
"Coleoptera","Adephaga","Carabidae","Pterostichus nigrum ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus oblongopunctatus ","2n=28M 13+XY","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Pterostichus oblongopunctatus ","2n=28M 13+XY","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus patruelis ","2n=28M 13+NeoXY","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Pterostichus patruellis ","2n=28M 13+NeoXY","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus pidanensis mikae ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus pidanensis pidanensis ","2n=37M 18+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Pterostichus pidanensis pidanensis ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus pumicatus ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus rhaeticus ","2n=37M/2n=38F 18+XO","R. Angus, Brown, and Bryant (2000)"
"Coleoptera","Adephaga","Carabidae","Pterostichus sp. ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus sp. Caucasucus ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus spinolae ","2n=37M ","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus strenuus","2n=30M ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Pterostichus tuberculiger ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus verlis ","2n=46M 22+XY","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus ziegleri ","2n=34M ","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Risophilus himalayicus","2n=39M 19+XO","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Ropaloteres cinctus ","2n=27M 11+XXXXY","Ramalho, Collares-Pereira, and Serrano (2005)"
"Coleoptera","Adephaga","Carabidae","Sarothrocrepis corticalis ","2n=33M 16+XO","Galian and Moore (1994)"
"Coleoptera","Adephaga","Carabidae","Sarticus habitans ","2n=35M/2n=36F 17+XO","Galian and Moore (1994)"
"Coleoptera","Adephaga","Carabidae","Sarticus morensis ","2n=45M 22+XO","Galian and Moore (1994)"
"Coleoptera","Adephaga","Carabidae","Scarites buparius ","2n=37M 17+XXY","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Scarites buparius ","2n=39M 18+XXY","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Scarites buparius ","2n=37M 17+XXY","Serrano, Juan, Hewitt, et al. (1999)"
"Coleoptera","Adephaga","Carabidae","Scarites eurytus ","2n=45M 22+XO","Serrano, Juan, Hewitt, et al. (1999)"
"Coleoptera","Adephaga","Carabidae","Scarites hespericus ","2n=53M 26+XO","Serrano, Juan, Hewitt, et al. (1999)"
"Coleoptera","Adephaga","Carabidae","Scarites inconspicuus ","2n=52M 25+XY","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Scarites indus ","2n=15M 7+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Scarites indus ","2n=52M 25+XY","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Scarites laevigatus ","2n=61M 30+XO","Serrano, Juan, Hewitt, et al. (1999)"
"Coleoptera","Adephaga","Carabidae","Scarites occidentalis ","2n=41M 19+XXY","Serrano, Juan, Hewitt, et al. (1999)"
"Coleoptera","Adephaga","Carabidae","Scarites occidentalis ","2n=41M 19+XXY","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Scarites planus ","2n=39M 19+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Scarites subterraneus ","2n=37M 18+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Scarites terricola ","2n=57M 28+XO","Serrano, Juan, Hewitt, et al. (1999)"
"Coleoptera","Adephaga","Carabidae","Scybalicus oblongiusculus","2n=37M ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Sericoda bogemannii","2n=36M ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Setalis rubripes ","2n=37M ","Galian and Moore (1994)"
"Coleoptera","Adephaga","Carabidae","Siagona dejeani","2n=45M 22+XO","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Siagona europaea","2n=46M 22+XY","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Siagona fabricii ","2n=46M 22+XY","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Siagona flessus ","2n=44M 21+XY","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Siagona jenissoni","2n=45M 22+XO","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Siagona pumila ","2n=46M 22+XY","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Siagonyx blackburni ","2n=48M/2n=48F ","Galian and Moore (1994)"
"Coleoptera","Adephaga","Carabidae","Simodontus australis ","2n=33M/2n=34F 16+XO","Galian and Moore (1994)"
"Coleoptera","Adephaga","Carabidae","Sphallomorpha albopicta ","2n=37M 18+XO","Galian and Moore (1994)"
"Coleoptera","Adephaga","Carabidae","Sphodrus leucophthalmus","2n=36M ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Spiralia maura ","2n=22M 9+XXXY","Galian, Ortiz, and Serrano (1990b)"
"Coleoptera","Adephaga","Carabidae","Stenolophus lecontei ","2n=25M 12+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Stenolophus mixtus ","2n=36M 17+XY","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Stenolophus piceus ","2n=38F ","Galian and Moore (1994)"
"Coleoptera","Adephaga","Carabidae","Stenolophus proximus ","2n=24M ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Stenolophus skrimshireanus","2n=26M ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Stenolophus teutonus ","2n=24M 11+XY","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Stomis pumicatus ","2n=37M 18+XO","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Styracoderus atramentarius","2n=45M ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Synchus vivalis","2n=25M ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Syntomus foveatus ","2n=41M 20+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Syntomus fuscomaculatus ","2n=46M ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Syntomus obscuroguttatus ","2n=33M 16+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Syrdenus grayi","2n=40M 19+XY","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Tachys parvula ","2n=30M 14+XY","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Taenidia circumdata ","2n=22M 9+XXXY","Galian, Ortiz, and Serrano (1990b)"
"Coleoptera","Adephaga","Carabidae","Teraphis sp. 1 ","2n=30M 14+XY","Galian and Moore (1994)"
"Coleoptera","Adephaga","Carabidae","Thalassotrechus barabarae","2n=22M 10+XY","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Therates sp. 1 ","2n=23M 10+XXY","Galian, Hogan, and Vogler (2002)"
"Coleoptera","Adephaga","Carabidae","Trechus flavolimbatus","2n=23M ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Trechus latus","2n=23M 11+XO","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Trechus obtusus ","2n=23M/2n=24F 11+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Trechus pilisensis ","2n=23M/2n=24F 11+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Trechus pulchellus ","2n=23M/2n=24F 11+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Trechus pulpani ","2n=23M/2n=24F 11+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Trechus quadristriatus ","2n=23M 11+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Trichocellus godarti","2n=39M ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Trichosternus relictus ","2n=55M 27+XO","Galian and Moore (1994)"
"Coleoptera","Adephaga","Carabidae","Trichosternus vigorsi ","2n=45M ","Galian and Moore (1994)"
"Coleoptera","Adephaga","Carabidae","Trichotichnus luparis","2n=37M 18+XO","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Trichus maculata","2n=36F ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Triplectrus haplomus ","2n=37M 18+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Triplectrus rusticus ","2n=24M 11+NeoXY","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Trymosternus cordatus","2n=62M ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Zabrus ambiguus","2n=59M 29+XO","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Zabrus angustatus ","2n=59M ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Zabrus castroi","2n=59M 29+XO","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Zabrus coiffaiti","2n=59M 29+XO","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Zabrus consanguineus","2n=57M 28+XO","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Zabrus constrictus","2n=49M 24+XO","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Zabrus crassus ","2n=48M ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Zabrus curtus arragonensis","2n=59M ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Zabrus curtus neglectus","2n=57M 28+XO","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Zabrus graecus","2n=48M ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Zabrus gravis","2n=57M 28+XO","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Zabrus igvus","2n=47M ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Zabrus laevigatus ","2n=46M ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Zabrus laevigatus ","2n=50M ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Zabrus marginicollis     ","2n=57M ","Sanchez-Gea, Serrano, and Galian (2000)"
"Coleoptera","Adephaga","Carabidae","Zabrus mateui","2n=59M ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Zabrus obesus ","2n=59M ","Sanchez-Gea, Serrano, and Galian (2000)"
"Coleoptera","Adephaga","Carabidae","Zabrus pecoudi","2n=49M ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Zabrus seidlitzi ","2n=57M 28+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Zabrus seidlitzi gredosanus","2n=57M 28+XO","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Zabrus silphoides asturiensis","2n=59M 29+XO","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Zabrus spinipes","2n=62M ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Zabrus theveneti","2n=59M ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Zabrus urbionensis","2n=60M ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Zabrus vasconicus","2n=63M 31+XO","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Zuphium olens","2n=30M 14+XY","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Dytiscidae","Agabus adpressus","2n=44M 21+XY","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Agabus affinis","2n=43M 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Agabus biguttatus ","2n=43M/2n=44F 21+XO","Ahmed, Angus, Zalat, and Shaarawi (2000)"
"Coleoptera","Adephaga","Dytiscidae","Agabus binotatus","2n=43M 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Agabus bipustulatus ","2n=43M 21+XO","Aradottir and Angus (2004)"
"Coleoptera","Adephaga","Dytiscidae","Agabus bipustulatus ","2n=42M 20+Xyp","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Dytiscidae","Agabus bipustulatus var. solieri","2n=43M/2n=44F 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Agabus confinis","2n=43F","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Agabus confinis ","2n=43M 21+XO","Aradottir and Angus (2004)"
"Coleoptera","Adephaga","Dytiscidae","Agabus confinis ","2n=42M 20+XY","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Dytiscidae","Agabus congener","2n=43M/2n=44F 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Agabus conspersus ","2n=43M 21+XO","Aradottir and Angus (2004)"
"Coleoptera","Adephaga","Dytiscidae","Agabus conspersus ","2n=40M 19+XY","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Dytiscidae","Agabus infuscatus","2n=44M 22+NeoXy","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Agabus labiatus","2n=43M/2n=44F 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Agabus lapponicus","2n=43M 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Agabus melarius","2n=43M/2n=44F 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Agabus nebulosus","2n=43M/2n=44F 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Agabus nevadensis","2n=43M/2n=44F 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Agabus ramblae","2n=43M/2n=44F 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Agabus ramblae ","2n=43M 21+XO","Aradottir and Angus (2004)"
"Coleoptera","Adephaga","Dytiscidae","Agabus serricornis","2n=43M 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Agabus sturmi ","2n=43M 21+XO","Aradottir and Angus (2004)"
"Coleoptera","Adephaga","Dytiscidae","Agabus sturmi ","2n=42M 20+Xyp","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Dytiscidae","Agabus thomsoni","2n=43M 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Agabus unguicularis","2n=43M 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Agabus wollastoni","2n=43M 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Boreonectes alpestris ","2n=55M/2n=56F 27+XO","R. Angus (2010)"
"Coleoptera","Adephaga","Dytiscidae","Boreonectes emmerichi","2n=53M 26+XO","R. Angus, Angus, Jia, Chen, and Zhang (2015)"
"Coleoptera","Adephaga","Dytiscidae","Boreonectes griseostriatus ","2n=61M/2n=62F 30+XO","R. Angus (2010)"
"Coleoptera","Adephaga","Dytiscidae","Boreonectes griseostriatus griseostriatus","2n=61M 30+XO","R. Angus, Angus, Jia, Chen, and Zhang (2015)"
"Coleoptera","Adephaga","Dytiscidae","Boreonectes griseostriatus strandi","2n=61M 30+XO","R. Angus, Angus, Jia, Chen, and Zhang (2015)"
"Coleoptera","Adephaga","Dytiscidae","Boreonectes ibericus ","2n=53M/2n=54F 26+XO","R. Angus (2010)"
"Coleoptera","Adephaga","Dytiscidae","Boreonectes macedonicus","2n=53M/2n=54F 26+XO","R. Angus (2010)"
"Coleoptera","Adephaga","Dytiscidae","Boreonectes multilineatus ","2n=57M/2n=58F 28+XO","R. Angus (2010)"
"Coleoptera","Adephaga","Dytiscidae","Boreonectes riberae ","2n=55M/2n=56F 27+XO","R. Angus (2010)"
"Coleoptera","Adephaga","Dytiscidae","Colymbetes adpressus","2n=44M/2n=44F 21+XY","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Colymbetes affinis","2n=43M/2n=44F 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Colymbetes biguttatus","2n=43M/2n=44F 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Colymbetes binotatus","2n=43M/2n=44F 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Colymbetes bipustulatus","2n=43M/2n=44F 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Colymbetes bipustulatus var. solieri","2n=43M/2n=44F 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Colymbetes confinis","2n=44F ","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Colymbetes congener","2n=43M/2n=44F 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Colymbetes conspersus","2n=43M/2n=44F 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Colymbetes fuscus","2n=41M/2n=42F 20+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Colymbetes fuscus ","2n=35-37M ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Dytiscidae","Colymbetes infuscatus","2n=44M/2n=44F 21+NeoXY","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Colymbetes labiatus","2n=43M/2n=44F 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Colymbetes lapponicus","2n=43M/2n=44F 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Colymbetes melarius","2n=43M/2n=44F 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Colymbetes nebulosus","2n=43M/2n=44F 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Colymbetes nevadensis","2n=43M/2n=44F 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Colymbetes paykulli","2n=41M/2n=42F 20+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Colymbetes paykulli ","2n=36M 18+XO","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Dytiscidae","Colymbetes paykulli ","2n=36M 17+Xyp","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Dytiscidae","Colymbetes piceus ","2n=41M/2n=42F 20+XO","Ahmed, Angus, Zalat, and Shaarawi (2000)"
"Coleoptera","Adephaga","Dytiscidae","Colymbetes ramblae","2n=43M/2n=44F 21+XO","R. Angus, Clery, Carter, and Wenczek (2013)"
