Kingdom,Class,Order,Suborder,Family,Genus,Species,Meiosis Type,Achiasmatic Sex,Diploid Number,Sex Chromosome System,Simplificed SCS,Citation
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Mesosa,senilis,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Molorchus,umbellatarum,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Monochamus,alternatus,Asynaptic,Male,20,Xyp,XY,Ping et al. (2010)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Monochamus,beloni ,,,20,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Monochamus,galloprovinciallis,Asynaptic,Male,22,Xyp,XY,"Cesari, Marescalchi, Francardi, and Mantovani (2005)"
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Monochamus,galloprovinciallis galloprovinciallis ,,,22,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Monochamus,latus,Asynaptic,Male,20,Xyyp,Complex XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Monochamus,marmorator,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Monochamus,notatus,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Monochamus,oregonensis,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Monochamus,oregonensis,Asynaptic,Male,20,Xyyp,Complex XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Monochamus,saltuarius,Asynaptic,Male,20,Xyp,XY,"Cesari, Marescalchi, Francardi, and Mantovani (2005)"
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Monochamus,sartor,Asynaptic,Male,24,Xyp,XY,"Cesari, Marescalchi, Francardi, and Mantovani (2005)"
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Monochamus,scutellatus,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Monochamus,scutellatus-oregonensis complex ,,,22,Xyp,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Monochamus,sutor,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Monochamus,urussovi ,,,18,,,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Morimus,orientalis,Asynaptic,Male,24,Xyp,XY,"Okutaner, Ozdikmen, Yuuksel, and Kocak (2011a)"
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Nusphera,madurensis,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Oberea,affinis,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Oberea,mandari,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Oberea,oculata,Asynaptic,Male,20,Xyp,XY,"Rozek, Lachowska, Petitpierre, and Holecova (2004)"
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Oberea,sp.,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Oberea,sp. 1 ,,,24,,,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Oberea,tripunctata,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Obrium,brunneum ,,,20,Xyp,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Olenecamptus,cretaceusmargitus,Asynaptic,Male,20,Xyp,XY,LiJuan et al. (2013)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Olenecamptus,octopustulatus,Asynaptic,Male,20,Xyp,XY,LiJuan et al. (2013)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Olenecamptus,octopustulatus chinensis,,,22,,,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Olenocamptus,bilobus,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Olenocamptus,sp.,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Olenocamptus,sp. 1 ,,,20,Xyp,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Oncideres,amputator,,,18,Xyp,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Oxymirus,cursor,,,19,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Pachyta,quadrimaculata,,,20,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Palimna,liturata ,,,20,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Phaea,sp.,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Phaea,sp. 1 ,,,32,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Phymatodes,maaki,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Phytoecia,coerulescens,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Phytoecia,nigricornis,Asynaptic,Male,20,Xyp,XY,"Rozek, Lachowska, Petitpierre, and Holecova (2004)"
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Pidonia,lurida,,,20,Xyp,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Plagionotus,arcuatus,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Plagionotus,pulcher ,,,20,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Plectura,metallica ,,,20,,,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Plocaederus,obesus ,,,26,,,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Pogonocherus,decoratus ,,,10,,,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Pogonocherus,dimidiatus ,,,20,,,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Pogonocherus,fasciculatus ,,,20,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Pogonocherus,hispidulus,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Pogonocherus,hispidus,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Pogonocherus,penicellatus,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Prionus,coriarius ,,,22,,,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Psenocerus,supernotatus,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Pterolophia,caudata,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Pterolophia,jugosa ,,,24,,,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Pterolophia,leiopoda ,,,20,,,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Pterolophia,rigida ,,,20,,,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Pterolophia,zota ,,,22,,,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Purpuricenus,indus,Asynaptic,Male,28,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Purpuricenus,spectabilis ,,,20,,,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Pyrestes,haematicus ,,,28,,,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Rhagium,bifasciatum,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Rhagium,inquiSitonar,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Rhagium,mordax ,,,20,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Rhagium,syncophanta,,,20,,,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Rhamnusium,bicolor,,,20,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Rhopalopus,sigticollis ,,,20,,,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Rosalia,btesi ,,,22,,,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Saperda,calcarata,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Saperda,calcarata adspersa ,,,20,,,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Saperda,moesta,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Saperda,perforata,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Saperda,populnea,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Saperda,scalaris,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Saphanus,piceus,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Solenoptera,caliculata,Asynaptic,Male,26,Xyp,XY,Giannoulis et al. (2014)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Solenoptera,maxillosum,Asynaptic,Male,26,Xyp,XY,Giannoulis et al. (2014)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Solenoptera,quadrilineata,Asynaptic,Male,26,Xyp,XY,Giannoulis et al. (2014)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Solenoptera,quadrilineata,Asynaptic,Male,27,Xyp,XY,Giannoulis et al. (2014)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Solenoptera,touroulti,Asynaptic,Male,26,Xyp,XY,Giannoulis et al. (2014)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Spondylis,buprestoides,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Steirastoma,brevis,Asynaptic,Male,28,Xyp,XY,De Ferndez and de Bigliardo (1990)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Stenodontes,spinibaris,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Stenostola,ferrea,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Stenygra,histrio,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Stenygrinum,4-notatum ,,,20,Xyp,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Strangalia,4-fasciata ,,,20,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Strangalia,maculata ,,,20,,,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Stromatium,barbatum ,,,20,,,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Tetraopes,femoratus ,,,19,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Tetraopes,tetropthamus,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Tetropium,castaneum,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Tetropium,castaneum,Asynaptic,Male,24,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Tetropium,fuscum,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Tetropium,gabrieli,Asynaptic,Male,24,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Tetrops,praeusta,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Trachyderes,striatus,Asynaptic,Male,22,Xyp,XY,Devaio et al. (1985)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Trachyderes,thoracicus,Asynaptic,Male,32,Xyp,XY,Devaio et al. (1985)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Trichophorus,interrogationes,Asynaptic,Male,20,Xyp,XY,Vidal (1984)
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Uraecha,bimaculata ,,,20,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Vadonia,unipunctata,,,32,,,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Vesperus,xatari,Asynaptic,Male,52,Xyy,Complex XY,"A. Dutrillaux, Moulin, and Dutrillaux (2007)"
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Xenolea,nubila ,,,20,,,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Xylosteus,spinolai ,,,32,,,
Animalia,Insecta,Coleoptera,Polyphaga,Cerambycidae,Xylotrechus,smei,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Acalymma,blandulum ,,,20,,,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Acalymma,fairmairei ,,,19,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Acalymma,gouldi ,,,27,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Acalymma,innuba ,,,19,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Acalymma,pallipe ,,,19,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Acalymma,quadrivittatum ,,,21,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Acalymma,s. sp. Near trivittatum ,,,21,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Acalymma,sp. 1 ,,,39,XXY,Complex XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Acalymma,thiemei ,,,23,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Acalymma,trivittatum ,,,21,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Acalymma,vittatum ,,,21,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Acanthoscelides,obtectus ,,,21,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Aedmon,eugeniae ,,,20,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Agathomerus,sellatus,Asynaptic,Male,20,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Agathomerus,subfasciatus,Asynaptic,Male,20,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Agathomerus,testaceus,Asynaptic,Male,20,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Agelastica,coerulea,Asynaptic,Male,24,Xyr,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Agroiconota,inedita,Asynaptic,Male,42,Xyp,XY,"De Julio, Ferndes, Costa, Almeida, and Cella (2010)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Agroiconota,inedita,Asynaptic,Male,40,Xyp,XY,"Lopes, Ferndes, and Schneider (2016)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Agroiconota,propinqua,Asynaptic,Male,38,Xyp,XY,"Virkki, Santiago-Blay, and Riley (1992)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,acutangula,Asynaptic,Male,22,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,apicata,Asynaptic,Male,22,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,arcifera,Asynaptic,Male,16,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,bicolor,Asynaptic,Male,22,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,bipunctata,Asynaptic,Male,22,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,burmeisteri,Asynaptic,Male,22,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,burmeisteri gounellei ,,,39,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,burmeisteri maculatissima ,,,22,Xy+,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,ceracollis,Asynaptic,Male,22,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,cruxnigra ,,,22,Xy+,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,decemguttata,Asynaptic,Male,22,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,dipus,Asynaptic,Male,22,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,dissepta,Asynaptic,Male,22,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,dissepta cyaneofasciata ,,,22,,,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,equestris,Asynaptic,Male,12,Xy+,XY,Virkki and Santiago-Blay (1993)
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,extrema,Asynaptic,Male,22,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,fasciaticollis,Asynaptic,Male,22,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,illustris,Asynaptic,Male,22,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,januaria,Asynaptic,Male,22,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,jufi,Asynaptic,Male,22,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,libenti,Asynaptic,Male,22,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,libenti tetraspilota ,,,22,Xy+,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,mella,Asynaptic,Male,22,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,mella commutata ,,,22,Xy+,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,posticalis,Asynaptic,Male,22,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,rotundicollis,Asynaptic,Male,22,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,sp.,Asynaptic,Male,22,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,sp. 1 ,,,22,Xy+,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,sp. 2 ,,,22,Xy+,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,trifasciata,Asynaptic,Male,22,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagoasa,trifasciata vulgatissima ,,,22,Xy+,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Alagosa,trifasciata vulgatissima,Achiasmatic,Male,,,,"Wolf, K.W., 1994. How meiotic cells deal with non?exchange chromosomes. Bioessays, 16(2), pp.107-114."
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,aenea,Asynaptic,Male,24,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,aenea brasiliensis ,,,22,Xy+,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,ambiens,Asynaptic,Male,24,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,ambiens alni ,,,24,Xy+,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,amethysti,Asynaptic,Male,24,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,ampelophaga,Asynaptic,Male,24,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,brevicollis,Asynaptic,Male,24,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,carduorum,Asynaptic,Male,24,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,carita,Asynaptic,Male,24,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,chalybea,Asynaptic,Male,22,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,coerulea,Asynaptic,Male,24,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,coerulea,Asynaptic,Male,22,Xyy+,Complex XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,coerulescens,Asynaptic,Male,24,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,corni,Asynaptic,Male,24,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,lazuli ,,,24,Xy+,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,lythri,Asynaptic,Male,24,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,oleeracea,Asynaptic,Male,24,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,populi,Asynaptic,Male,24,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,rosae,Asynaptic,Male,24,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,sp.,Asynaptic,Male,26,XXyy+,Complex XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,sp.,Asynaptic,Male,24,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,sp.,Asynaptic,Male,22,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,sp. 1 ,,,34,,,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,sp. 2 ,,,22,Xyp,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,sp. 3 ,,,24,Xy+,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,subplicata,Asynaptic,Male,24,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,tamaricis,Asynaptic,Male,24,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Altica,tincta?,Asynaptic,Male,24,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
