Kingdom,Class,Order,Suborder,Family,Genus,Species,Meiosis Type,Achiasmatic Sex,Diploid Number,Sex Chromosome System,Simplificed SCS,Citation
Animalia,Insecta,Coleoptera,Polyphaga,Scarabaeidae,Thorectes,lusitanicus,,,22,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Scarabaeidae,Thorectes,punctatissimus,,,22,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Scarabaeidae,Tiniocellus,spinipes,Asynaptic,Male,24,Xyp,XY,"Yadav, Pillai, and Karamjeet (1979)"
Animalia,Insecta,Coleoptera,Polyphaga,Scarabaeidae,Trichiotinus,assimilis,Asynaptic,Male,20,Xyp,XY,"Yadav, Pillai, and Karamjeet (1979)"
Animalia,Insecta,Coleoptera,Polyphaga,Scarabaeidae,Trichius,fasciatus     ,,,20,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Scarabaeidae,Trichius,rosaceus zotus,,,20,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Scarabaeidae,Trichius,sexualis,,,20,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Scarabaeidae,Trichius,succinctus     ,,,20,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Scarabaeidae,Trichius,zotus     ,,,20,,,
Animalia,Insecta,Coleoptera,Polyphaga,Scarabaeidae,Tropinota,hirta     ,,,20,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Scarabaeidae,Trypocopris,pyreeus,Asynaptic,Male,20,Xyp,XY,Wilson and Angus (2004c)
Animalia,Insecta,Coleoptera,Polyphaga,Scarabaeidae,Trypocopris,verlis,,,20,,,
Animalia,Insecta,Coleoptera,Polyphaga,Scarabaeidae,Typhaeus,typhoeus,Asynaptic,Male,20,Xyp,XY,Wilson and Angus (2004c)
Animalia,Insecta,Coleoptera,Polyphaga,Scarabaeidae,Xylotrupes,gideon,,,22,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Blastophagus,minor,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Blastophagus,minor,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Blastophagus,pinierda,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Blastophagus,pinierda,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Cactopinus,desertus     ,,,20,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Coccotrypes,dactyliperda,,,23,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Coccotrypes,declivis,,,,,,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Coccotrypes,graniceps,,,,,,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Conopthorus,coniperda     ,,,,,,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Conopthorus,resinosae     ,,,20,NeoXY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Conopthorus,sp. 1    ,,,18,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Cryphalus,abietis,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Cryphalus,piceae,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Crypturgus,pusillus,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Dendroctonus,adjunctus     ,,,18,,,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Dendroctonus,approximatus     ,,,14,NeoXY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Dendroctonus,brevicomis     ,,,12,NeoXY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Dendroctonus,frontalis,Asynaptic,Male,16,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Dendroctonus,jeffreyi     ,,,12,NeoXY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Dendroctonus,mexicanus,Asynaptic,Male,12,Xyp,XY,"Zuniga, Cisneros, Hayes, and Macias-Samano (2002)"
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Dendroctonus,murrayae,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Dendroctonus,parallelocollis,Asynaptic,Male,28,Xyp,XY,"Zuniga, Cisneros, Hayes, and Macias-Samano (2002)"
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Dendroctonus,ponderosae     ,,,24,NeoXY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Dendroctonus,pseudotsugae,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Dendroctonus,punctatus,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Dendroctonus,rhizophagus,Asynaptic,Male,28,Xyp,XY,"Zuniga, Cisneros, Hayes, and Macias-Samano (2002)"
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Dendroctonus,rufipennis,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Dendroctonus,simplex,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Dendroctonus,terebrans,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Dendroctonus,valens,Asynaptic,Male,28,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Dryocoetes,affaber,Asynaptic,Male,28,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Dryocoetes,autographus,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Dryocoetes,autographus,Asynaptic,Male,28,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Hylastes,angustatus,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Hylastes,ater,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Hylastes,cunicularius,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Hylastes,varius,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Hylurgops,glabratus,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Hylurgops,palliatus,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Hylurgops,pinifex,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Hypothenemus,hamperi     ,,,24,NeoXY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,acumitus,Asynaptic,Male,16,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,avulsus,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,bonseai,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,borealis,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,calligraphus,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,calligraphus calligraphus    ,,,15,XXY,Complex XY,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,calligraphus ponderosae    ,,,32,Xyp,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,chagnoni,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,chagnoni sw.    ,,,32,Xyp,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,concinnus,Asynaptic,Male,16,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,confusus,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,cribricollis,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,emargitus,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,hoppingi,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,hunteri,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,integer,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,interstitialis,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,kusi,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,latidens,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,lecontei,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,mexicanus,Asynaptic,Male,16,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,montanus,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,paraconfusus,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,perroti,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,pertubatus,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,pilifrons,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,pini,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,pini,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,pini (=oregonis Eichh.)   ,,,32,Xyp,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,plastographus,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,plastographus maritimus    ,,,32,Xyp,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,plastographus plastographus    ,,,32,Xyp,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,sexdentatus,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,spinifer,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,tridens,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,typographus,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,typographus,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Ips,woodi,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Leperisinus,pruinosis,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Orthotomicus,caelatus,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Orthotomicus,erosus,Asynaptic,Male,16,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Orthotomicus,laricis,Asynaptic,Male,16,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Orthotomicus,proximus,Asynaptic,Male,14,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Orthotomicus,sabiniae,Asynaptic,Male,,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Orthotomicus,suturalis,Asynaptic,Male,16,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Phloeotribus,scarabaeoides     ,,,32,Xyp,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Pityogenes,bidentatus,Asynaptic,Male,16,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Pityogenes,chalcographus,Asynaptic,Male,16,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Pityogenes,chalcographus,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Pityogenes,crannulatus,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Pityogenes,fossifrons,Asynaptic,Male,20,XpneoXneoYp,Complex XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Pityogenes,hopkinsi,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Pityogenes,knechteli,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Pityogenes,quadridens,Asynaptic,Male,16,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Pityogenes,quadridens,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Pityokteines,ortus,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Pityphthorus,lichtensteini,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Pityphthorus,sp. 1    ,,,26,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Polygraphus,grandiclava,Asynaptic,Male,16,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Polygraphus,jezoensis     ,,,28,,,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Polygraphus,poligraphus,Asynaptic,Male,16,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Polygraphus,rugipennis,Asynaptic,Male,12,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Polygraphus,subopacus,Asynaptic,Male,16,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Scolytus,dahuricus,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Scolytus,mali,Asynaptic,Male,12,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Scolytus,mali,Asynaptic,Male,16,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Scolytus,multistriatus,Asynaptic,Male,12,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Scolytus,ratzeburgi,Asynaptic,Male,16,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Scolytus,rugulosus,Asynaptic,Male,16,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Trypodendron,lineatum,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Xyleborus,dispar     ,,,24,,,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Xylosandrus,affinis,,,40,,,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Xylosandrus,compactus     ,,,,,,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Xylosandrus,dispar,,,10,,,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Xylosandrus,ferrugineus,,,,,,
Animalia,Insecta,Coleoptera,Polyphaga,Scolytidae,Xylosandrus,germanus     ,,,,,,
Animalia,Insecta,Coleoptera,Polyphaga,Silphidae,Nicrophorus,sayi     ,,,8,,,
Animalia,Insecta,Coleoptera,Polyphaga,Silphidae,Nicrophorus,vespilloides     ,,,13,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Silphidae,Phosphuga,atrata,Asynaptic,Male,34,Xyp,XY,"Vorontsov, Yadav, Lyapunova, Korablev, and Yani (1984)"
Animalia,Insecta,Coleoptera,Polyphaga,Silphidae,Silpha,americana     ,,,13,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Silphidae,Silpha,noveboracensis,Asynaptic,Male,26,Xyp,XY,"Vorontsov, Yadav, Lyapunova, Korablev, and Yani (1984)"
Animalia,Insecta,Coleoptera,Polyphaga,Silphidae,Silpha,perforata     ,,,40,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Silphidae,Silpha,surinamensis,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Silphidae,Thanatophilus,sinuatus,Asynaptic,Male,26,Xyp,XY,"Vorontsov, Yadav, Lyapunova, Korablev, and Yani (1984)"
Animalia,Insecta,Coleoptera,Polyphaga,Silvanidae,Ahasverus,adve,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Silvanidae,Oryzaephilus,mercator,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Silvanidae,Oryzaephilus,surinamensis,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Staphylinidae,Aleochara,sp.     ,,,40,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Staphylinidae,Batrisodes,globosus,Asynaptic,Male,28,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Staphylinidae,Creophilus,maxillosis villosus    ,,,18,NeoXY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Staphylinidae,Creophilus,maxillosus,Asynaptic,Male,40,Xyp,XY,Vidal (1984)
Animalia,Insecta,Coleoptera,Polyphaga,Staphylinidae,Cryptobium,bernhaueri,Asynaptic,Male,30,Xyp,XY,"Dange, Panday, and Rathore (2013)"
Animalia,Insecta,Coleoptera,Polyphaga,Staphylinidae,Indoscitalinus,achoreta,Asynaptic,Male,28,Xyp,XY,"Dange, Panday, and Rathore (2013)"
Animalia,Insecta,Coleoptera,Polyphaga,Staphylinidae,Nudobius,cephalus,Asynaptic,Male,28,Xyp,XY,"Vorontsov, Yadav, Lyapunova, Korablev, and Yani (1984)"
Animalia,Insecta,Coleoptera,Polyphaga,Staphylinidae,Ontholestes,cingulatus,Asynaptic,Male,26,Xyp,XY,"Vorontsov, Yadav, Lyapunova, Korablev, and Yani (1984)"
Animalia,Insecta,Coleoptera,Polyphaga,Staphylinidae,Osorius,punctipennis,Asynaptic,Male,32,Xyp,XY,"Dange, Panday, and Rathore (2013)"
Animalia,Insecta,Coleoptera,Polyphaga,Staphylinidae,Philonthus,fuscipennis,Asynaptic,Male,24,Xyp,XY,"Vorontsov, Yadav, Lyapunova, Korablev, and Yani (1984)"
Animalia,Insecta,Coleoptera,Polyphaga,Staphylinidae,Philonthus,idiocerus,Asynaptic,Male,36,Xyp,XY,"Dange, Panday, and Rathore (2013)"
Animalia,Insecta,Coleoptera,Polyphaga,Staphylinidae,Philonthus,intermedius,Asynaptic,Male,56,Xyp,XY,"Vorontsov, Yadav, Lyapunova, Korablev, and Yani (1984)"
Animalia,Insecta,Coleoptera,Polyphaga,Staphylinidae,Philonthus,politus,Asynaptic,Male,40,Xyp,XY,"Vorontsov, Yadav, Lyapunova, Korablev, and Yani (1984)"
Animalia,Insecta,Coleoptera,Polyphaga,Staphylinidae,Philonthus,varius     ,,,36,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Staphylinidae,Platyprosophus,tamulus     ,,,31,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Staphylinidae,Pselaphus,fustifer,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Staphylinidae,Quedius,fuliginosus     ,,,20,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Staphylinidae,Staphylinus,sp.,Asynaptic,Male,40,Xyp,XY,Vidal (1984)
Animalia,Insecta,Coleoptera,Polyphaga,Staphylinidae,Staphylinus,violaceus     ,,,33,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Staphylinidae,Tachinus,lignorum     ,,,44,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Stenotrachelidae,Cephaloon,lepturides,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Adesmia,biskrensis,Asynaptic,Male,18,Xyp,XY,Juan and Petitpierre (1991)
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Adesmia,cancellata,Asynaptic,Male,20,Xyp,XY,Juan and Petitpierre (1991)
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Adesmia,metallica,Asynaptic,Male,18,Xyp,XY,Juan and Petitpierre (1991)
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Adesmia,monta,,,26,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Aemymone,cariosa,Asynaptic,Male,18,Xyp,XY,Vidal (1984)
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Agapanthia,korostelevi,Asynaptic,Male,20,Xyp,XY,"Holecova, Lachowska, and Karagyan (2001)"
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Agapanthia,walteri,Asynaptic,Male,20,Xyp,XY,"Holecova, Lachowska, and Karagyan (2001)"
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Akis,acumita     ,,,20,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Akis,bacarozzo     ,,,16,NeoXY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Akis,bremeri     ,,,16,NeoXY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Akis,discoidea     ,,,16,NeoXY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Alobates,pennsylvanica,Asynaptic,Male,20,Xyp,XY,Juan and Petitpierre (1991)
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Alphasida,depressa,Asynaptic,Male,20,Xyp,XY,Juan and Petitpierre (1991)
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Alphasida,ibicensis     ,,,16,NeoXY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Alphasida,sp.,Asynaptic,Male,18,Xyp,XY,Juan and Petitpierre (1991)
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Alphitobius,diaperinus     ,,,20,,,
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Alphitobius,pliceus,Asynaptic,Male,20,Xyp,XY,Juan and Petitpierre (1991)
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Alphitobius,sp.,Asynaptic,Male,20,Xyp,XY,Juan and Petitpierre (1991)
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Ammobius,rufus,Asynaptic,Male,20,Xyp,XY,Juan and Petitpierre (1991)
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Arthrodeis,curtus,Asynaptic,Male,20,Xyp,XY,Juan and Petitpierre (1991)
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Arthrodeis,inflatus,Asynaptic,Male,20,Xyp,XY,Juan and Petitpierre (1991)
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Arthrodeis,punctulatus,Asynaptic,Male,20,Xyp,XY,Juan and Petitpierre (1991)
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Arthromacra,aenea     ,,,19,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Asida,cardoe,Asynaptic,Male,20,Xyp,XY,Palmer and Petitpierre (1997)
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Asida,glacialis,Asynaptic,Male,20,Xyp,XY,Palmer and Petitpierre (1997)
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Asida,glacialis rustica    ,,,14,NeoXY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Asida,jurinei,Asynaptic,Male,20,Xyp,XY,Juan and Petitpierre (1991)
Animalia,Insecta,Coleoptera,Polyphaga,Tenebrionidae,Asida,maraguesi,Asynaptic,Male,20,Xyp,XY,Palmer and Petitpierre (1997)
