Database,Phyla,Class,Order,Family,Species,Original Name,Meiosis Type,Ploidy,Female Diploid #,Male Diploid #,Achiasmy Sex,Sex Chromosome System,Notes,Sex Chrom Notes,Citation
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Euparkerella brasiliensis,NA,chiasmatic,NA,NA,20,NA,NA,NA,NA,"Batistic RF, Izecksohn E, Becak ML, Becak W: Algunos cariotipos de anfibios da familia Brachycephalidae. Ciencias e Cultura 26 (Suppl):1 (1974). 8"
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Haddadus binotatus,Eleutherodactylus binotatus,chiasmatic,NA,NA,22,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Holoaden bradei,NA,chiasmatic,NA,NA,18,NA,NA,NA,NA,"De Lucca EJ, Jim J, Foresti F 1974 Chromosomal studies in twelve species of Leptodactylidae and one Brachycephalidae. Caryologia 27:183- 192"
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Holoaden luederwaldti,NA,chiasmatic,3,NA,27,NA,NA,polyploid found in wild population,NA,"Campos, J.R.C., Martins, I.A., Haddad, C.F.B. and Kasahara, S., 2012. The karyotype of Holoaden luederwaldti (Anura, Strabomantidae), with report of natural triploidy.Folia biologica,58(4), p.144."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Holoaden luederwaldti,NA,chiasmatic,NA,NA,18,NA,NA,NA,NA,"Campos, J.R.C., Martins, I.A., Haddad, C.F.B. and Kasahara, S., 2012. The karyotype of Holoaden luederwaldti (Anura, Strabomantidae), with report of natural triploidy.Folia biologica,58(4), p.144."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Oreobates barituensis,NA,chiasmatic,2,NA,22,NA,NA,NA,NA,"Ferro, J. M., Taffarel, A., Cardozo, D., Grosso, J., Puig, M. P., Surez, P., ... and Baldo, D. (2016). Cytogenetic characterization and B chromosome diversity in direct-developing frogs of the genus Oreobates (Brachycephaloidea, Craugastoridae). Comparative cytogenetics,10(1), 141."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Oreobates berdemenos,NA,chiasmatic,2,NA,22,NA,NA,NA,NA,"Ferro, J. M., Taffarel, A., Cardozo, D., Grosso, J., Puig, M. P., Surez, P., ... and Baldo, D. (2016). Cytogenetic characterization and B chromosome diversity in direct-developing frogs of the genus Oreobates (Brachycephaloidea, Craugastoridae). Comparative cytogenetics,10(1), 141."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Oreobates crepitans,Pristimantis crepitans,chiasmatic,NA,NA,22,NA,NA,NA,NA,"Siqueira S, Aguiar O, Pansonato A, Giaretta AA, Stru_ssmann C, Martins I, Recco-Pimentel SM 2009 The karyotype of three Brazilian Terrarana frogs (Amphibia, Anura) with evidence of a new Barycholos species. Genet Mol Biol 32:470- 476. "
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Oreobates discoidalis,Eleutherodactylus discoidalis,chiasmatic,NA,NA,22,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Oreobates discoidalis,NA,chiasmatic,2,NA,22,NA,NA,NA,NA,"Ferro, J. M., Taffarel, A., Cardozo, D., Grosso, J., Puig, M. P., Surez, P., ... and Baldo, D. (2016). Cytogenetic characterization and B chromosome diversity in direct-developing frogs of the genus Oreobates (Brachycephaloidea, Craugastoridae). Comparative cytogenetics,10(1), 141."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis aff dundeei,NA,chiasmatic,NA,NA,28,NA,NA,NA,NA,"Siqueira S, Aguiar O, Struessmann C, Del-Grande ML, Recco-Pimentel SM 2008. Chromosomal analysis of three Brazilian eleutherodactyline frogs (Anura: Terrarana), with suggestion of a new species. Zootaxa 1860:51-59. "
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis altae,Eleutherodactylus altae,chiasmatic,NA,NA,26,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis altamazonicus,Eleutherodactylus altamazonicus,chiasmatic,NA,NA,34,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis boconoensis,NA,chiasmatic,2,NA,32,NA,XY,NA,NA,"Schmid, M. and Steinlein, C., 2018. Chromosome Banding in Amphibia. XXXVII. Y-Autosome Translocations in Anura Cytogenetic and genome research,154(3), pp.153-180."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis bogotensis,Eleutherodactylus bogotensis,chiasmatic,NA,NA,34,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis caryophyllaceus,Eleutherodactylus caryophyllaceus,chiasmatic,NA,NA,32,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis charlottevillensis,Eleutherodactylus charlottevillensis,chiasmatic,NA,NA,36,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis conspicillatus,NA,chiasmatic,NA,NA,34,NA,NA,NA,NA,Bogart JP 1970 Los cromosomas de anfibios del genero Eleutherodactylus. Act IV Congr Latin Zool 1:65-78
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis conspicillatus,Eleutherodactylus conspicillatus,chiasmatic,NA,NA,34,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis cruentus,Eleutherodactylus cruentus,chiasmatic,NA,NA,32,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis cruentus,NA,chiasmatic,NA,NA,20,NA,NA,NA,NA,"Savage JM 2002 The Amphibians and Reptiles of Costa Rica. A Herpetofauna between Two Continents, between Two Seas University of Chicago Press, Chicago. "
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis curtipes,NA,chiasmatic,NA,NA,34,NA,XY,NA,NA,"Schmid, M. and Steinlein, C., 2018. Chromosome Banding in Amphibia. XXXVII. Y-Autosome Translocations in Anura Cytogenetic and genome research,154(3), pp.153-180."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis duellmani,NA,chiasmatic,NA,NA,36,NA,XY,NA,NA,"Schmid, M. and Steinlein, C., 2018. Chromosome Banding in Amphibia. XXXVII. Y-Autosome Translocations in Anura Cytogenetic and genome research,154(3), pp.153-180."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis dundeei,NA,chiasmatic,NA,NA,28,NA,NA,NA,NA,"Siqueira S, Aguiar O, Struessmann C, Del-Grande ML, Recco-Pimentel SM 2008. Chromosomal analysis of three Brazilian eleutherodactyline frogs (Anura: Terrarana), with suggestion of a new species. Zootaxa 1860:51-59. "
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis euphronides,NA,chiasmatic,NA,NA,32,NA,NA,NA,NA,"Schmid M, Feichtinger W, Steinlein C, Rupprecht A, Haaf T, Kaiser H. 2002 Chromosome banding in Amphibia. XXIII. Giant W sex chromosomes and extremely small genome sizes in Eleutherodactylus euphronides and Eleutherodactylus shrevei (Anura, Leptodactylidae). Cytogenet Genome Res 97: 81-94. "
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis euphronides,Eleutherodactylus euphronides,chiasmatic,NA,NA,32,NA,ZW,W is submetacentric,NA,"Schmid, M., Feichtinger, W., Steinlein, C. and Rupprecht, A., 2002. Chromosome banding in Amphibia: XXIII. Giant W sex chromosomes and extremely small genomes in Eleutherodactylus euphronides and Eleutherodactylus shrevei (Anura, Leptodactylidae).Cytogenetic and genome research, 97(1/2), p.81."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis fenestratus,Eleutherodactylus fenestratus,chiasmatic,NA,NA,34,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis gaigei,Eleutherodactylus gaigeae,chiasmatic,NA,NA,34,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis hoogmoedi,NA,chiasmatic,NA,NA,26,NA,NA,NA,NA,"Kaiser, H., Barrio-Amoros, C. L., Rivas, G. A., Steinlein, C., and Schmid, M. (2015). Five new species of Pristimantis (Anura: Strabomantidae) from the coastal cloud forest of the Peninsula de Paria, Venezuela.Journal of Threatened Taxa,7(4), 7047-7088."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis lacrimosus,Eleutherodactylus lacrimosus,chiasmatic,NA,NA,34,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis lanthanites,Eleutherodactylus lanthanites,chiasmatic,NA,NA,36,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis lanthanites,NA,chiasmatic,NA,NA,36,NA,NA,NA,NA,"DeWeese JE 1976 The karyotype of Middle American frogs of the genus Eleutherodactylus (Anura: Leptodactylidae): a case study of the significance of the karyologic method. PhD thesis, Faculty of the Graduate School, University of Southern California, Los Angeles"
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis nubisilva,NA,chiasmatic,NA,NA,36,NA,NA,NA,NA,"Kaiser, H., Barrio-Amoros, C. L., Rivas, G. A., Steinlein, C., and Schmid, M. (2015). Five new species of Pristimantis (Anura: Strabomantidae) from the coastal cloud forest of the Peninsula de Paria, Venezuela.Journal of Threatened Taxa,7(4), 7047-7088."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis paulodutrai,Ischnocnema paulodutrai,chiasmatic,NA,NA,22,NA,NA,NA,NA,"Napoli MF, Ananias F, Fonseca PM, Silva APZ 2009 Morphological and karyotypic contributions for a better taxonomic definition of the frog Ischnocnema ramagii (Boulenger, 1888) (Anura, Brachycephalidae). South Am J Herpetol 4:164-172 "
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis paulodutrai,Ischnocnema paulodutrai,chiasmatic,NA,NA,30,NA,NA,NA,NA,"Siqueira S, Aguiar O, Struessmann C, Del-Grande ML, Recco-Pimentel SM 2008. Chromosomal analysis of three Brazilian eleutherodactyline frogs (Anura: Terrarana), with suggestion of a new species. Zootaxa 1860:51-59. "
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis paulodutrai,Ischnocnema,chiasmatic,NA,NA,30,NA,NA,originally reported in the genus Ischnocnema,NA,"Siqueira S, Aguiar O, Struessmann C, Del-Grande ML, Recco-Pimentel SM 2008. Chromosomal analysis of three Brazilian eleutherodactyline frogs (Anura: Terrarana), with suggestion of a new species. Zootaxa 1860:51-59. "
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis pulvinatus,NA,chiasmatic,NA,NA,36,NA,XY,NA,NA,"Schmid, M. and Steinlein, C., 2018. Chromosome Banding in Amphibia. XXXVII. Y-Autosome Translocations in Anura Cytogenetic and genome research,154(3), pp.153-180."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis ramagii,Eleutherodactylus ramagii,chiasmatic,NA,NA,30,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis ridens,Eleutherodactylus ridens,chiasmatic,NA,NA,34,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis riveroi,Eleutherodactylus riveroi,chiasmatic,NA,NA,36,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis riveroi,Eleutherodactylus riveroi,chiasmatic,NA,NA,35,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis shrevei,NA,chiasmatic,NA,NA,32,NA,NA,NA,NA,"Schmid M, Feichtinger W, Steinlein C, Rupprecht A, Haaf T, Kaiser H. 2002 Chromosome banding in Amphibia. XXIII. Giant W sex chromosomes and extremely small genome sizes in Eleutherodactylus euphronides and Eleutherodactylus shrevei (Anura, Leptodactylidae). Cytogenet Genome Res 97: 81-94. "
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis shrevei,Eleutherodactylus shrevei,chiasmatic,NA,NA,32,NA,ZW,W is submetacentric,NA,"Schmid, M., Feichtinger, W., Steinlein, C. and Rupprecht, A., 2002. Chromosome banding in Amphibia: XXIII. Giant W sex chromosomes and extremely small genomes in Eleutherodactylus euphronides and Eleutherodactylus shrevei (Anura, Leptodactylidae).Cytogenetic and genome research, 97(1/2), p.81."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis sp. n. H,NA,chiasmatic,NA,NA,36,NA,XY,NA,NA,"Schmid, M. and Steinlein, C., 2018. Chromosome Banding in Amphibia. XXXVII. Y-Autosome Translocations in Anura Cytogenetic and genome research,154(3), pp.153-180."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis sp. n. H,NA,chiasmatic,NA,NA,35,NA,NA,NA,NA,"Schmid, M. and Steinlein, C., 2018. Chromosome Banding in Amphibia. XXXVII. Y-Autosome Translocations in Anura Cytogenetic and genome research,154(3), pp.153-180."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis terraebolivaris,Eleutherodactylus terraboliviaris,chiasmatic,NA,NA,36,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis terraebolivaris,NA,chiasmatic,NA,NA,36,NA,NA,NA,NA,"Kaiser H, Dwyer CM, Feichtinger W, Schmid M 1995 A new species of Eleutherodactylus (Anura: Leptodactylidae) from Tobago, West Indies and its morphometric and cytogenetic characterization. Herpetol Nat Hist 3:151-163. "
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis unistrigatus,NA,chiasmatic,NA,NA,34,NA,XY,NA,NA,"Schmid, M. and Steinlein, C., 2018. Chromosome Banding in Amphibia. XXXVII. Y-Autosome Translocations in Anura Cytogenetic and genome research,154(3), pp.153-180."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis unistrigatus,NA,chiasmatic,NA,NA,33,NA,NA,NA,NA,"Schmid, M. and Steinlein, C., 2018. Chromosome Banding in Amphibia. XXXVII. Y-Autosome Translocations in Anura Cytogenetic and genome research,154(3), pp.153-180."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis urichi,Eleutherodactylus urichi,chiasmatic,NA,NA,30,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis variabilis,NA,chiasmatic,NA,NA,34,NA,NA,NA,NA,Bogart JP 1970 Los cromosomas de anfibios del genero Eleutherodactylus. Act IV Congr Latin Zool 1:65-78
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis variabilis,Eleutherodactylus variabilis,chiasmatic,NA,NA,34,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Pristimantis ventrimarmoratus,Eleutherodactylus ventrimarmoratus,chiasmatic,NA,NA,36,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Strabomantis biporcatus,Eleutherodactylus biporcatus,chiasmatic,NA,NA,36,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Strabomantis biporcatus,Eleutherodactylus biporcatus,chiasmatic,NA,NA,35,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Strabomantis biporcatus,Eleutherodactylus biporcatus,chiasmatic,NA,NA,20,NA,NA,NA,NA,"DeWesse, J. E. 1975. Chromosomes in Eleutherodactylus (Anura: Leptodactylidae). Mamm. Chrom. Mewslet. 16: 121-123."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Strabomantis biporcatus,Eleutherodactylus maussi,chiasmatic,NA,NA,36,NA,XXY,Y autosome fusion,NA,"Schmid, M., Feichtinger, W., Steinlein, C. and Haaf, T., 2002. Chromosome banding in Amphibia: XXVI. Coexistence of homomorphic XY sex chromosomes and a derived Y-autosome translocation in Eleutherodactylus maussi (Anura, Leptodactylidae). Cytogenetic and genome research, 99(1-4), p.330."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Strabomantis biporcatus,Eleutherodactylus maussi,chiasmatic,NA,NA,36,NA,XY,NA,NA,"Schmid, M., Feichtinger, W., Steinlein, C. and Haaf, T., 2002. Chromosome banding in Amphibia: XXVI. Coexistence of homomorphic XY sex chromosomes and a derived Y-autosome translocation in Eleutherodactylus maussi (Anura, Leptodactylidae). Cytogenetic and genome research, 99(1-4), p.330."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Strabomantis bufoniformis,Eleutherodactylus bufoniformis,chiasmatic,NA,NA,22,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Craugastoridae,Strabomantis sulcatus,Eleutherodactylus sulcatus,chiasmatic,NA,NA,22,NA,NA,NA,NA,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
Amphibia,Chordata,Amphiba,Anura,Cycloramphidae,Cycloramphus acangatan,NA,chiasmatic,NA,NA,26,NA,NA,NA,NA,"Noleto, R.B., Amaro, R.C., Verdade, V.K., Campos, J.R.C., Gallego, L.F.K., de Lima, A.M.X., Cestari, M.M., Kasahara, S., Yonenaga-Yassuda, Y., Rodrigues, M.T. and Toledo, L.F., 2011. Comparative cytogenetics of eight species of Cycloramphus (Anura, Cycloramphidae). Zoologischer Anzeiger-A Journal of Comparative Zoology, 250(3), pp.205-214."
Amphibia,Chordata,Amphiba,Anura,Cycloramphidae,Cycloramphus asper,NA,chiasmatic,NA,NA,26,NA,NA,NA,NA,"Noleto, R.B., Amaro, R.C., Verdade, V.K., Campos, J.R.C., Gallego, L.F.K., de Lima, A.M.X., Cestari, M.M., Kasahara, S., Yonenaga-Yassuda, Y., Rodrigues, M.T. and Toledo, L.F., 2011. Comparative cytogenetics of eight species of Cycloramphus (Anura, Cycloramphidae). Zoologischer Anzeiger-A Journal of Comparative Zoology, 250(3), pp.205-214."
Amphibia,Chordata,Amphiba,Anura,Cycloramphidae,Cycloramphus boraceiensis,NA,chiasmatic,NA,NA,26,NA,NA,NA,NA,"Noleto, R.B., Amaro, R.C., Verdade, V.K., Campos, J.R.C., Gallego, L.F.K., de Lima, A.M.X., Cestari, M.M., Kasahara, S., Yonenaga-Yassuda, Y., Rodrigues, M.T. and Toledo, L.F., 2011. Comparative cytogenetics of eight species of Cycloramphus (Anura, Cycloramphidae). Zoologischer Anzeiger-A Journal of Comparative Zoology, 250(3), pp.205-214."
Amphibia,Chordata,Amphiba,Anura,Cycloramphidae,Cycloramphus brasiliensis,NA,chiasmatic,NA,NA,26,NA,NA,NA,NA,"Noleto, R.B., Amaro, R.C., Verdade, V.K., Campos, J.R.C., Gallego, L.F.K., de Lima, A.M.X., Cestari, M.M., Kasahara, S., Yonenaga-Yassuda, Y., Rodrigues, M.T. and Toledo, L.F., 2011. Comparative cytogenetics of eight species of Cycloramphus (Anura, Cycloramphidae). Zoologischer Anzeiger-A Journal of Comparative Zoology, 250(3), pp.205-214."
Amphibia,Chordata,Amphiba,Anura,Cycloramphidae,Cycloramphus carvalhoi,NA,chiasmatic,NA,NA,26,NA,NA,NA,NA,"Noleto, R.B., Amaro, R.C., Verdade, V.K., Campos, J.R.C., Gallego, L.F.K., de Lima, A.M.X., Cestari, M.M., Kasahara, S., Yonenaga-Yassuda, Y., Rodrigues, M.T. and Toledo, L.F., 2011. Comparative cytogenetics of eight species of Cycloramphus (Anura, Cycloramphidae). Zoologischer Anzeiger-A Journal of Comparative Zoology, 250(3), pp.205-214."
Amphibia,Chordata,Amphiba,Anura,Cycloramphidae,Cycloramphus dubius,NA,chiasmatic,NA,NA,26,NA,NA,NA,NA,"Noleto, R.B., Amaro, R.C., Verdade, V.K., Campos, J.R.C., Gallego, L.F.K., de Lima, A.M.X., Cestari, M.M., Kasahara, S., Yonenaga-Yassuda, Y., Rodrigues, M.T. and Toledo, L.F., 2011. Comparative cytogenetics of eight species of Cycloramphus (Anura, Cycloramphidae). Zoologischer Anzeiger-A Journal of Comparative Zoology, 250(3), pp.205-214."
Amphibia,Chordata,Amphiba,Anura,Cycloramphidae,Cycloramphus eleutherodactylus,NA,chiasmatic,NA,NA,26,NA,NA,NA,NA,"Noleto, R.B., Amaro, R.C., Verdade, V.K., Campos, J.R.C., Gallego, L.F.K., de Lima, A.M.X., Cestari, M.M., Kasahara, S., Yonenaga-Yassuda, Y., Rodrigues, M.T. and Toledo, L.F., 2011. Comparative cytogenetics of eight species of Cycloramphus (Anura, Cycloramphidae). Zoologischer Anzeiger-A Journal of Comparative Zoology, 250(3), pp.205-214."
Amphibia,Chordata,Amphiba,Anura,Cycloramphidae,Cycloramphus fuliginosus,NA,chiasmatic,NA,NA,26,NA,NA,NA,NA,"Noleto, R.B., Amaro, R.C., Verdade, V.K., Campos, J.R.C., Gallego, L.F.K., de Lima, A.M.X., Cestari, M.M., Kasahara, S., Yonenaga-Yassuda, Y., Rodrigues, M.T. and Toledo, L.F., 2011. Comparative cytogenetics of eight species of Cycloramphus (Anura, Cycloramphidae). Zoologischer Anzeiger-A Journal of Comparative Zoology, 250(3), pp.205-214."
Amphibia,Chordata,Amphiba,Anura,Cycloramphidae,Cycloramphus lutzorum,NA,chiasmatic,NA,NA,26,NA,NA,NA,NA,"Noleto, R.B., Amaro, R.C., Verdade, V.K., Campos, J.R.C., Gallego, L.F.K., de Lima, A.M.X., Cestari, M.M., Kasahara, S., Yonenaga-Yassuda, Y., Rodrigues, M.T. and Toledo, L.F., 2011. Comparative cytogenetics of eight species of Cycloramphus (Anura, Cycloramphidae). Zoologischer Anzeiger-A Journal of Comparative Zoology, 250(3), pp.205-214."
