Database,Phyla,Class,Order,Family,Species,Original Name,Meiosis Type,Ploidy,Female Diploid,Male Diploid,Achiasmy Sex,Sex Chromosome System,SCS Notes,Citation
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus unicolor,,,2,58,58,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus unicolor malaccensis,,,2,56,56,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Dama dama,,,2,68,68,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Dama mesopotamica,,,2,68,68,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Elaphodus cephalophus,,,2,46-48,46-48,,complex XY,X1Y1Y2,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Elaphodus cephalophus,,,2,47,47,,XY,17 fusion to X,Animal Karyotype Book 2020 (Huang et al. 2006a)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Elaphurus davidianus,,,2,68,68,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Hippocamelus bisculus,,,2,70,70,,XY,,Animal Karyotype Book 2020 (Spotorno et al. 1987)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Hydropotes inermis,,,2,70,70,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama americana,,,2,42,43,,complex XY,XY1Y2,Animal Karyotype Book 2020 (Aquino et al. 2013)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama bororo,,,2,34,34,,XY,,Animal Karyotype Book 2020 (Duarte (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama gouazoubira,,,2,70,70,,XY,,Animal Karyotype Book 2020 (Proskuryakova and Yang (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama nana,,,2,36,36,,XY,,Animal Karyotype Book 2020 (Abril and Duarte 2008)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama nemorivaga,,,2,68,69,,complex XY,X1Y1Y2,Animal Karyotype Book 2020 (Fiorillo et al. 2013)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus crinifrons,,,2,8,9,,complex XY,"X/A, X/A/Y",Animal Karyotype Book (Fu and Yang (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus feae,,,2,13,14,,complex XY,"X/A, X/A/Y",Animal Karyotype Book (Huang et al. 2006b)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus gongshanensis,,,2,8,9,,complex XY,"X/A, X/A/Y",Animal Karyotype Book (Fu and Yang (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus muntjak,,,2,6,7,,complex XY,XY1Y2,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus muntjak vaginalis,,,2,6,7,,complex XY,"X/A, X/A/Y",Animal Karyotype Book (Burkin et al. 1997)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus reevesi,,,2,46,46,,XY,,Blackmon (Yang et al. 1995)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus hemionus,,,2,70,70,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus virginianus,,,2,70,70,,XY,,Blackmon (Duarte (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Ozotocerus bezoarticus,,,2,68,68,,XY,,Animal Karyotype Book 2020 (Duarte and Giannoni 1995b)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Pudu puda,,,2,70,70,,XY,,Blackmon (Spotorno and Fernandez-Donoso 1975)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Rangifer tarandus,,,2,70,70,,XY,,Blackmon (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Rucervus duvaucelii,,,2,56,56,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Rucervus eldii,,,2,58,58,,XY,,Animal Karyotype Book 2020 (Frohlich et al. 2017)
Mammal,Chordata,Mammalia,Artiodactyla,Delphinidae,Delphinus bairdii,,,2,44,44,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Delphinidae,Delphinus delphis,,,2,44,44,,XY,,Animal Karyotype Book (Arnason 1974a)
Mammal,Chordata,Mammalia,Artiodactyla,Delphinidae,Globicephala macrorhynchus,,,2,44,44,,XY,,Animal Karyotype Book (Arnason 1974a)
Mammal,Chordata,Mammalia,Artiodactyla,Delphinidae,Lagenorhynchus albirostris,,,2,44,44,,XY,,Animal Karyotype Book (Arnason 1980)
Mammal,Chordata,Mammalia,Artiodactyla,Delphinidae,Orcinus orca,,,2,44,44,,XY,,Blackmon (Arnason et al. 1980)
Mammal,Chordata,Mammalia,Artiodactyla,Delphinidae,Stenella attenuata,,,2,44,44,,XY,,Animal Karyotype Book (Stock 1981)
Mammal,Chordata,Mammalia,Artiodactyla,Delphinidae,Stenella clymene,,,2,44,44,,XY,,Animal Karyotype Book (Arnason 1980)
Mammal,Chordata,Mammalia,Artiodactyla,Delphinidae,Stenella dubia,,,2,44,44,,XY,,Animal Karyotype Book (Arnason 1974c)
Mammal,Chordata,Mammalia,Artiodactyla,Delphinidae,Tursiops truncatus,,,2,44,44,,XY,,Blackmon (Bielec et al. 1997)
Mammal,Chordata,Mammalia,Artiodactyla,Eschrichtiidae,Eschrichtius robustus,,,2,44,44,,XY,,Animal Karyotype Book (Arnason 1981a)
Mammal,Chordata,Mammalia,Artiodactyla,Giraffidae,Giraffa camelopardalis tippelskirchi,,,2,30,30,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Giraffidae,Giraffa camelopardis,,,2,30,30,,XY,,Blackmon (Huang et al. 2008)
Mammal,Chordata,Mammalia,Artiodactyla,Giraffidae,Okapia johnstoni,,,2,45-46,45-46,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Giraffidae,Okapia johnstoni,,,2,45,45,,XY,,Blackmon (Kulemzima et al. 2009)
Mammal,Chordata,Mammalia,Artiodactyla,Hippopotamidae,Choeropsis liberiensis,,,2,36,36,,XY,,Animal Karyotype Book 2020 (Frohlich et al. 2016)
Mammal,Chordata,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus amphibius,,,2,36,36,,XY,,Animal Karyotype Book (Kulemzima et al. 2009)
Mammal,Chordata,Mammalia,Artiodactyla,Kogiidae,Kogia breviceps,,,2,42,42,,XY,,Blackmon (Arnason and Benirscke 1973)
Mammal,Chordata,Mammalia,Artiodactyla,Lipotidae,Lipotes vexillifer,,,2,44,44,,XY,,Animal Karyotype Book (Minrong et al. 1986)
Mammal,Chordata,Mammalia,Artiodactyla,Monodontidae,Delphinapterus leucas,,,2,44,44,,XY,,Animal Karyotype Book (Jarrell and Arnason 1981)
Mammal,Chordata,Mammalia,Artiodactyla,Moschidae,Moschus berezovskii,,,2,58,58,,XY,,Animal Karyotype Book 2020 (Chi et al. 2005a)
Mammal,Chordata,Mammalia,Artiodactyla,Moschidae,Moschus moschiferus,,,2,58,58,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Phocoenidae,Neophocaena phocaenoides asiaeorientalis,,,2,44,44,,XY,,Animal Karyotype Book 2020 (Nie et al. 2012)
Mammal,Chordata,Mammalia,Artiodactyla,Phocoenidae,Phocoena phocoena,,,2,44,44,,XY,,Blackmon (Arnason 1980)
Mammal,Chordata,Mammalia,Artiodactyla,Physeteridae,Physeter catodon,,,2,42,42,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Physeteridae,Physeter macrocephalus,,,2,42,42,,XY,,Animal Karyotype Book (Arnason and Benirscke 1973)
Mammal,Chordata,Mammalia,Artiodactyla,Suidae,Babyrousa babyrussa,,,2,38,38,,XY,,Animal Karyotype Book 2020 (Bosma et al. 1996)
Mammal,Chordata,Mammalia,Artiodactyla,Suidae,Babyrousa babyrussa celebensis,,,2,38,38,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Suidae,Phacochoerus africanus,,,2,34,34,,XY,,Animal Karyotype Book 2020 (Musilova et al. 2010)
Mammal,Chordata,Mammalia,Artiodactyla,Suidae,Phacochoerus africanus sundervallii,,,2,34,34,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Suidae,Potamochoerus larvatus,,,2,34,34,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Suidae,Potamochoerus porcus,,,2,34,34,,XY,,Animal Karyotype Book (Musilova et al. 2010)
Mammal,Chordata,Mammalia,Artiodactyla,Suidae,Sus barbatus,,,2,38,38,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Suidae,Sus cebifrons,,,2,34,34,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Suidae,Sus scrofa,,,2,36,36,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Suidae,Sus scrofa domestica,,,2,38,38,,XY,,Animal Karyotype Book (Biltueva et al. 2004)
Mammal,Chordata,Mammalia,Artiodactyla,Suidae,Sus scrofa scrofa,,,2,36,36,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Tayassuidae,Catagonus wagneri,,,2,20,20,,XY,,Animal Karyotype Book (Benirschke and Kumamoto 1989)
Mammal,Chordata,Mammalia,Artiodactyla,Tayassuidae,Tayassu albirostris,,,2,26,26,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Tayassuidae,Tayassu pecari,,,2,26,26,,XY,,Animal Karyotype Book (Benirschke and Kumamoto 1989)
Mammal,Chordata,Mammalia,Artiodactyla,Tayassuidae,Tayassu tajacu,,,2,30,30,,XY,,Blackmon (Benirschke and Kumamoto 1989)
Mammal,Chordata,Mammalia,Artiodactyla,Tragulidae,Tragulus javanicus,,,2,32,32,,XY,,Animal Karyotype Book (Gallagher et al. 1996)
Mammal,Chordata,Mammalia,Artiodactyla,Ziphiidae,Mesoplodon carlhubbsi,,,2,42,42,,XY,,Animal Karyotype Book (Arnason et al. 1977)
Mammal,Chordata,Mammalia,Artiodactyla,Ziphiidae,Mesoplodon europaeus,,,2,42,42,,XY,,Animal Karyotype Book (Arnason et al. 1977)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Alopex lagopus,,,2,50,50,,XY,,Blackmon (Nash et al. 2001)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Alopex lagopus,,,2,48-50,48-50,,XY,Chrom rearrangements,"Animal Karyotype Book 2020 (Graphodatsky et al. 2000b, 2008a; Nash et al. 2001)"
Mammal,Chordata,Mammalia,Carnivora,Canidae,Atelocynus microtis,,,2,74,74,,XY,,Blackmon (Wurster-Hill and Centerwall 1982)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Canis familiaris,,,2,78,78,,XY,,Blackmon (Graphodatsky et al. 2000a)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Canis latrans,,,2,78,78,,XY,,Blackmon (Wurster-Hill and Centerwall 1982)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,,,2,78,78,,XY,,Animal Karyotype Book (Wurster-Hill and Centerwall 1982)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Cerdocyon thous,,,2,74,74,,XY,,Animal Karyotype Book (Nash et al. 2001)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Chrysocyon brachyurus,,,2,76,76,,XY,,Animal Karyotype Book (Wayne et al. 1987a)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Cuon alpinus,,,2,78,78,,XY,,Animal Karyotype Book 2020 (Graphodatsky et al. 2008)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Fennecus zerda,,,2,64,64,,XY,,Animal Karyotype Book (Graphodatsky et al. 2008)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Lycaon pictus,,,2,38,38,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Canidae,Nyctereutes procyonoides,,,2,42,42,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Canidae,Nyctereutes procyonoides procyonoides,,,2,54,54,,XY,,Animal Karyotype Book (Graphodatsky et al. (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Canidae,Nyctereutes procyonoides viverrinus,,,2,38,38,,XY,,Animal Karyotype Book (Nash et al. 2001)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Otocyon megalotis,,,2,72,72,,XY,,Blackmon (Wayne et al. 1987a)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Speothos venaticus,,,2,74,74,,XY,,Animal Karyotype Book (Wayne et al. 1987a)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Urocyon cinereoargenteus,,,2,66,66,,XY,,Blackmon (Wayne et al. 1987a)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Vulpes corsac,,,2,36,36,,XY,,Animal Karyotype Book (Graphodatsky et al. 2008)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Vulpes fulva,,,2,34,34,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Canidae,Vulpes macrotis,,,2,50,50,,XY,,Animal Karyotype Book (Wayne et al. 1987a)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Vulpes vulpes,,,2,36,36,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Canidae,Vulpes vulpes,,,2,34,34,,XY,,Animal Karyotype Book (Rubtsova 1998)
Mammal,Chordata,Mammalia,Carnivora,Eupleridae,Cryptoprocta ferox,,,2,42,42,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Eupleridae,Fossa fossa,,,2,42,42,,XY,,Blackmon (Nash et al. 2008)
Mammal,Chordata,Mammalia,Carnivora,Eupleridae,Fossa fossana,,,2,42,42,,XY,,Animal Karyotype Book (Nash (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Eupleridae,Galidia elegans,,,2,44,44,,XY,,Animal Karyotype Book (Wurster-Hill and Gray 1975)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Acinonyx jubatus,,,2,38,38,,XY,,Blackmon (Nash (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Felidae,Caracal caracal,,,2,38,38,,XY,,Animal Karyotype Book (Wurster-Hill and Gray 1973)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis bengalensis,,,2,38,38,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis catus,,,2,38,38,,XY,,Blackmon (Cho et al. 1997)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis chaus,,,2,38,38,,XY,,Animal Karyotype Book (Wurster-Hill and Gray 1973)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis concolor,,,2,38,38,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis geoffroyi,,,2,36,36,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis lynx,,,2,38,38,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis manul,,,2,38,38,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis margarita,,,2,38,38,,XY,,Animal Karyotype Book (Wurster-Hill and Gray 1975)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis marmorata,,,2,38,38,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis nigripes,,,2,38,38,,XY,,Blackmon (Nash (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis pardalis,,,2,36,36,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis serval,,,2,38,38,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis silvestris,,,2,38,38,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis viverrina,,,2,38,38,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis wiedi,,,2,36,36,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis yagouaroundi,,,2,38,38,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Herpailurus yagouaroundi,,,2,38,38,,XY,,Animal Karyotype Book (Wurster-Hill and Gray 1973)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Leopardus colocolo,,,2,36,36,,XY,,Animal Karyotype Book 2020 (Wurster-Hill and Gray 1973)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Leopardus geoffroyi,,,2,36,36,,XY,,Animal Karyotype Book (Nash (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Felidae,Leopardus pardalis,,,2,36,36,,XY,,Animal Karyotype Book (Wurster-Hill and Gray 1975)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Leopardus tigrinus,,,2,38,38,,XY,,Animal Karyotype Book (Wurster-Hill and Centerwall 1982)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Leopardus tigrinus,,,2,36,36,,XY,,Animal Karyotype Book 2020 (Wurster-Hill and Centerwall 1982)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Leptailurus serval,,,2,38,38,,XY,,Animal Karyotype Book (Wurster-Hill and Centerwall 1982)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Lynchailurus colocolo,,,2,38,38,,XY,,Animal Karyotype Book (Wurster-Hill and Gray 1973)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Lynx lynx,,,2,38,38,,XY,,Animal Karyotype Book (Nie et al. 2012)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Lynx rufus,,,2,38,38,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Neofelis nebulosa,,,2,38,38,,XY,,Animal Karyotype Book (Tian et al. 2004)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Neofelis nebulosa diardi,,,2,38,38,,XY,,Animal Karyotype Book (Nash (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Felidae,Octocolobus manul,,,2,38,38,,XY,,Animal Karyotype Book (Wurster-Hill and Gray 1975)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Panthera leo,,,2,38,38,,XY,,Animal Karyotype Book (Tian et al. 2004)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Panthera pardus,,,2,38,38,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Panthera tigris,,,2,38,38,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Panthera tigris altaica,,,2,38,38,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Felidae,Prionailurus bengalensis,,,2,38,38,,XY,,Animal Karyotype Book (Wurster-Hill and Gray 1973)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Prionailurus bengalensis euptilurus,,,2,38,38,,XY,,Animal Karyotype Book 2020 (Proskuryakova et al. (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Felidae,Prionailurus viverrinus,,,2,38,38,,XY,,Animal Karyotype Book (Wurster-Hill and Gray 1973)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Profelis temmincki,,,2,38,38,,XY,,Animal Karyotype Book (Wurster-Hill and Gray 1973)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Puma concolor,,,2,38,38,,XY,,Animal Karyotype Book (Wurster-Hill and Gray 1973)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Uncia uncia,,,2,38,38,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Herpestidae,Atilax paludinosus,,,2,36,35,,complex XY,X1X2Y,Animal Karyotype Book (Wurster-Hill and Gray 1975)
Mammal,Chordata,Mammalia,Carnivora,Herpestidae,Bdeogale sp.,,,2,36,36,,XY,,Animal Karyotype Book (Wurster-Hill and Gray 1975)
Mammal,Chordata,Mammalia,Carnivora,Herpestidae,Helogale parvula,,,2,36,36,,XY,,Animal Karyotype Book (Nash (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes auropunctatus,,,2,36,35,,complex XY,X1X2Y,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes javanicus,,,2,36,36,,XY,,Animal Karyotype Book (Yang and Nie (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Herpestidae,Suricata suricatta,,,2,36,36,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta crocuta,,,2,40,40,,XY,,Blackmon (Perelman et al. 2005)
Mammal,Chordata,Mammalia,Carnivora,Hyaenidae,Hyaena brunnea,,,2,40,40,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Hyaenidae,Parahyaena brunnea,,,2,40,40,,XY,,Animal Karyotype Book (Perelman and Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Hyaenidae,Proteles cristatus,,,2,40,40,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Mephitidae,Conepatus leuconotus,,,2,46,46,,XY,,Animal Karyotype Book 2020 (Perelman et al. 2008)
Mammal,Chordata,Mammalia,Carnivora,Mephitidae,Mephitis macroura,,,2,50,50,,XY,,Animal Karyotype Book 2020 (Perelman et al. 2008)
Mammal,Chordata,Mammalia,Carnivora,Mephitidae,Mephitis mephitis,,,2,50,50,,XY,,Blackmon (Perelman et al. 2008)
Mammal,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale gracilis,,,2,60,60,,XY,,Animal Karyotype Book 2020 (Perelman et al. 2008)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Amblonyx cinerea,,,2,38,38,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Eira barbara,,,2,38,38,,XY,,Blackmon (Wurster-Hill and Centerwall 1982)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Enhydra lutris,,,2,38,38,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Galictis vittata,,,2,38,38,,XY,,Animal Karyotype Book (Wurster-Hill and Centerwall 1982)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Gulo gulo,,,2,42,42,,XY,,Blackmon (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Ictonyx striatus,,,2,38,38,,XY,,Animal Karyotype Book (Graphodatsky et al. 2002)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Lutra lutra,,,2,36,36,,XY,,Animal Karyotype Book (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Lutra lutra,,,2,38,38,,XY,,Animal Karyotype Book 2020 (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Martes americana,,,2,38,38,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Martes flavigula,,,2,40,40,,XY,,Animal Karyotype Book (Nie et al. 2002)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Martes foina,,,2,38,38,,XY,,Animal Karyotype Book (Nie et al. 2002)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Martes martes,,,2,38,38,,XY,,Animal Karyotype Book (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Martes melampus,,,2,38,38,,XY,,Animal Karyotype Book (Graphodatsky et al. 2002)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Martes zibellina,,,2,38,38,,XY,,Animal Karyotype Book (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Meles meles,,,2,44,44,,XY,,Animal Karyotype Book (Nie et al. 2002)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mellivora capensis,,,2,40,40,,XY,,Animal Karyotype Book (Wurster-Hill and Centerwall 1982)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Melogale moschata,,,2,38,38,,XY,,Blackmon (Nie et al. 2002)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Melogale sp.,,,2,38,38,,XY,,Animal Karyotype Book (Wurster-Hill and Centerwall 1982)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela altaica,,,2,44,44,,XY,,Blackmon (Graphodatsky et al. 2002)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela erminea,,,2,44,44,,XY,,Blackmon (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela eversmanni,,,2,38,38,,XY,,Animal Karyotype Book (Graphodatsky et al. 2002)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela frenata,,,2,42,42,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela itatsi,,,2,38,38,,XY,,Animal Karyotype Book 2020 (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela lutreola,,,2,38,38,,XY,,Animal Karyotype Book (Graphodatsky et al. 2002)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela nigripes,,,2,38,38,,XY,,Animal Karyotype Book 2020 (Houck (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela nivalis,,,2,42,42,,XY,,Animal Karyotype Book (Perelman and Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela putorius furo,,,2,40,40,,XY,,Blackmon (Cavagna et al. 2000)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela putorius putorius,,,2,40,40,,XY,,Animal Karyotype Book (Graphodatsky et al. 2002)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela sibirica,,,2,38,38,,XY,,Animal Karyotype Book (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela sibirica itatsi,,,2,38,38,,XY,,Animal Karyotype Book (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Mustela vison,,,2,30,30,,XY,,Blackmon (Serov (1998))
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Spilogale gracilis latifrons,,,2,60,60,,XY,,Animal Karyotype Book (Benirschke 1969)
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Spilogale putorius,,,2,64,64,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Mustelidae,Spilogale putorius interrupta,,,2,64,64,,XY,,Animal Karyotype Book (Benirschke 1969)
