"Kingdom","Class","Order","Family","Genus","Species","Meiosis.Type","Achiasmatic.Sex","Diploid.Number","Sex.Chromosome.System","Simplified.SCS","Citation","Sci_name"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","parabipectinata","Achiasmatic Meiosis","Male","8","not reported","","Singh, B.K. and Gupta, J.P., 1979. Karyological study in some Indian species of Drosophilidae. Caryologia, 32(3), pp.265-278., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press.","Drosophila_parabipectinata"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","parabocainensis","Achiasmatic Meiosis","Male","6","not reported","","Carson, H.L., 1954 Interfertile sibling species in the willistoni group of Drosophila. Evolution 8: 148-165., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_parabocainensis"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","paracanalinea","Achiasmatic Meiosis","Male","8","not reported","","Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_paracanalinea"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","parachrogaster","Achiasmatic Meiosis","Male","12","not reported","","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest. University of Texas Publ. pp. 282-404., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company.","Drosophila_parachrogaster"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","paraguttata","Achiasmatic Meiosis","Male","12","XY","XY","Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_paraguttata"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","paralutea","Achiasmatic Meiosis","Male","6","XY","XY","Bock, I.R., and Wheeler M 1972. The Drosophila melanogaster species group.University of Texas publication,7213, pp.1-102., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986). The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256. New York, NY: Academic Press., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press.","Drosophila_paralutea"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","paramediostriata","Achiasmatic Meiosis","Male","12","not reported","","Townsend, J.I. and Wheeler, M.R., 1955. Notes on Puerto Rican Drosophilidae, including descriptions of two new species of Drosophila. The Journal of Agriculture of the University of Puerto Rico, 39(2), pp.57-64., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_paramediostriata"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","paramelanica","Achiasmatic Meiosis","Male","10","not reported","","Griffen 1942, Wharton, L.T., 1943. An analysis of the metaphase and salivary chromosome morphology within the genus Drosophila. Univ. Texas Publ., 4313, pp.282-319., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_paramelanica"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","paramelanica","Achiasmatic Meiosis","Male","10","XY","XY","Wharton, L.T., 1943. An analysis of the metaphase and salivary chromosome morphology within the genus Drosophila.Univ. Texas Publ.,4313, pp.282-319., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company.","Drosophila_paramelanica"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","paranaensis","Achiasmatic Meiosis","Male","10","XY","XY","de Barros, R.D., 1950. A new species of the genus eDrosophila, with discussion about speciation in the emercatorumsubgroup. Rev. Bras. Biol, 10(3), pp.266-278., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company.","Drosophila_paranaensis"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pararepleta","Achiasmatic Meiosis","Male","10","XY","XY","Wharton, L.T., 1943. An analysis of the metaphase and salivary chromosome morphology within the genus Drosophila.Univ. Texas Publ.,4313, pp.282-319., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company.","Drosophila_pararepleta"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pararubida","Achiasmatic Meiosis","Male","8","not reported","","Mather, W.B., 1961 D. pararubida, a new species of Drosophila from New Guinea. Univ. Queensl. Pap. Dep. Zool. 1:251-255., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_pararubida"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","parasaltans","Achiasmatic Meiosis","Male","6","not reported","","de Magalhaes, L.E., 1956. Description of four new species of the ""saltans"" group of ""Drosophila"" (Diptera). Revista Brasileira de Biologia, 16(3), pp.273-280., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press.","Drosophila_parasaltans"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","paratriangulata","Achiasmatic Meiosis","Male","8","XY","XY","Singh, B.K. and Gupta, J.P., 1979. Karyological study in some Indian species of Drosophilidae. Caryologia, 32(3), pp.265-278., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press.","Drosophila_paratriangulata"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","parthenogenetica","Achiasmatic Meiosis","Male","8","not reported","","Stalker, H.D., 1953. Taxonomy and hybridization in the cardini group of Drosophila. Annals of the Entomological Society of America, 46(3), pp.343-358., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_parthenogenetica"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","parthenogenetica","Achiasmatic Meiosis","Male","8","XY","XY","Futch, D.G., 1962. Hybridization studies within the cardini species group of the genus. In Wheeler, M.R. Studies in Genetics II. Research Reports on Drosophila. Genetics, Taxonomy, and Evolution. University of Texas Publ. 539-558","Drosophila_parthenogenetica"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","parva","Achiasmatic Meiosis","Male","8","not reported","","Clayton, F.E., 1966. Preliminary report on the karyotypes of Hawaiian Drosophilidae.Univ. Texas Publ,6615, pp.397-404., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_parva"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","parvula","Achiasmatic Meiosis","Male","6","XY","XY","Bock I.R. and Wheeler, M.R., 1972. The Drosophila melanogaster species group. Univ. Texas Publ,7213, pp.1-102., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press.","Drosophila_parvula"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pattersoni","Achiasmatic Meiosis","Male","8","not reported","","Mather, W.B., 1956 The genus Drosophila (Diptera) in eastern Queensland. III. Cytological Evolution. Aust. J. Zool. 4: 76-89., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_pattersoni"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","paucicilia","Achiasmatic Meiosis","Male","12","not reported","","Clayton, F.E., Carson, H.L. and Sato, J.E., 1972. Polytene chromosome relationships in Hawaiian species of Drosophila. VI. Supplementary data on metaphases and gene sequences.Univ. Texas Publ,7213, pp.163-177., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_paucicilia"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","paucipuncta","Achiasmatic Meiosis","Male","12","not reported","","Carson, H.L., Clayton, F.E. and Stalker, H.D., 1967. Karyotypic stability and speciation in Hawaiian Drosophila. Proceedings of the National Academy of Sciences of the United States of America, 57:1280-1285., Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-92., Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI. University of Texas Publ. pp171-225., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_paucipuncta"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","paulistorum","Achiasmatic Meiosis","Male","6","XY","XY","Burla, H., Da Cunha, A.B., Cordeiro, A.R., Dobzhansky, T., Malogolowkin, C. and Pavan, C., 1949. The willistoni group of sibling species of Drosophila. Evolution, pp.300-314., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company.","Drosophila_paulistorum"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","paulistorum","Achiasmatic Meiosis","Male","6","not reported","","Dobzhansky, T. and Pavan, C., 1943. Chromosome complements of some South-Brazilian species of Drosophila. Proceedings of the National Academy of Sciences of the United States of America, 29:368-375., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_paulistorum"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pavani","Achiasmatic Meiosis","Male","10","not reported","","Brncic, D. and Santibaoez, S.K., 1957. The mesophragmatica group of species of Drosophila. Evolution, pp.300-310., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_pavani"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pavlovskiana","Achiasmatic Meiosis","Male","6","not reported","","Kastritsis, C.D. and Dobzhansky, T., 1967. Drosophila pavlovskiana, a race or a species?. American Midland Naturalist, pp.244-248., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_pavlovskiana"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pectinitarsus","Achiasmatic Meiosis","Male","12","not reported","","Clayton, F.E., 1966. Preliminary report on the karyotypes of Hawaiian Drosophilidae.Univ. Texas Publ,6615, pp.397-404., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_pectinitarsus"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pegasa","Achiasmatic Meiosis","Male","12","not reported","","Wasserman, M., 1982. Evolution of the repleta group. In: ""The Genetics and Biology of Drosophila"" (M. Ashburner, H.L. Carson, and J.N. Thompson, eds.), Vol. 3b, pp.61-139. Academic Press, London., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press.","Drosophila_pegasa"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pellewae","Achiasmatic Meiosis","Male","12","XY","XY","Pipkin, S.B. and Heed, W.B., 1964. Nine new members of the Drosophila tripunctata species group (Diptera: Drosophilidae). Pacific Insects, 6(2), pp.256-273., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_pellewae"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pengi","Achiasmatic Meiosis","Male","10","not reported","","Kikkawa, H., 1938. Drosophila species of Japan and its adjacent localities. Jap J Zool, 7, pp.507-555., Okada, T. and Kurokawa, H., 1957. New or little known species of Drosophilidae of Japan (Diptera). Kontyu, 25, pp.2-12., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_pengi"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","peniculipedis","Achiasmatic Meiosis","Male","12","not reported","","Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-93., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_peniculipedis"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","peninsularis","Achiasmatic Meiosis","Male","12","XY","XY","Patterson, J.T. and M.R. Wheeler, 1942 Description of new species of the subgenera Hirtodrosophila and Drosophila. Univ. Texas Publ. 4213:69-109., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_peninsularis"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","peninsularis","Achiasmatic Meiosis","Male","10","XY","XY","Clayton, F.E. and Ward, C.L., (1954). ""Chromosomal Studies of Several Species of Drosophilidae"" in Patterson, J.T. Studies in the Genetics of Drosophila V.III Articles on Genetics, Taxonomy, Cytology, and Radiation. University of Texas Publ. pp 98-127","Drosophila_peninsularis"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pennae","Achiasmatic Meiosis","Male","8","XY","XY","Baimai, V., 1980. Metaphase karyotypes of certain species of the Drosophila montium subgroup. The Japanese Journal of Genetics, 55(3), pp.165-175., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986). The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256. New York, NY: Academic Press.","Drosophila_pennae"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pennae","Achiasmatic Meiosis","Male","6","not reported","","Bock I.R. and Wheeler, M.R., 1972. The Drosophila melanogaster species group. Univ. Texas Publ,7213, pp.1-102., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986). The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256. New York, NY: Academic Press., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press.","Drosophila_pennae"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","percnosoma","Achiasmatic Meiosis","Male","12","not reported","","Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_percnosoma"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","perkinsi","Achiasmatic Meiosis","Male","12","not reported","","Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278.","Drosophila_perkinsi"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","persimilis","Achiasmatic Meiosis","Male","10","XY","XY","Tan, C.C., 1935. Salivary gland chromosomes in the two races of Drosophila pseudoobscura. Genetics, 20(4), p.392-402., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company.","Drosophila_persimilis"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","phaeopleura","Achiasmatic Meiosis","Male","8","XY","XY","Kaneshiro, K. and Wheeler, M.R., 1970. Preliminary report on the species of the ananassae subgroup.Drosophila Information Service,45, p.143., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986). The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256. New York, NY: Academic Press., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press.","Drosophila_phaeopleura"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","phalerata","Achiasmatic Meiosis","Male","12","XY","XY","Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company.","Drosophila_phalerata"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","phalerata","Achiasmatic Meiosis","Male","12","not reported","","Frolova, S.L., 1926 Normale und polyploide Chromosomengarnituren bei einigen Drosophila-Arten. Z. Zellforsch. 3:682-694., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_phalerata"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","picta","Achiasmatic Meiosis","Male","12","not reported","","Tsacas, L., 1970. Some data upon the morphology and biology of D. picta Zett. Drosophila Inf. Serv. 45, 90., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press.","Drosophila_picta"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","picticornis","Achiasmatic Meiosis","Male","12","not reported","","Clayton, F.E., 1966. Preliminary report on the karyotypes of Hawaiian Drosophilidae.Univ. Texas Publ,6615, pp.397-404., Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-94., Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI. University of Texas Publ. pp171-226., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_picticornis"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pictilis","Achiasmatic Meiosis","Male","12","XY","XY","Wasserman M., 1962. ""Cytological studies of the repleta group of the genus Drosophila"". In Wheeler, M.R. Studies in Genetics II. Research Reports on Drosophila. Genetics, Taxonomy, and Evolution. University of Texas Publ. 85-109., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_pictilis"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pictiventris","Achiasmatic Meiosis","Male","8","XO","XO","Clayton, F.E. and C.L. Ward, 1954 Chromosomal studies of several species of Drosophilidae. Univ. Texas Publ. 5422:98-105., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_pictiventris"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pictura","Achiasmatic Meiosis","Male","12","XY","XY","Wasserman M., 1962. ""Cytological studies of the repleta group of the genus Drosophila"". In Wheeler, M.R. Studies in Genetics II. Research Reports on Drosophila. Genetics, Taxonomy, and Evolution. University of Texas Publ. 85-112., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_pictura"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pilimana","Achiasmatic Meiosis","Male","12","not reported","","Clayton, F.E., 1966. Preliminary report on the karyotypes of Hawaiian Drosophilidae.Univ. Texas Publ,6615, pp.397-404., Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-95., Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI. University of Texas Publ. pp171-227., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_pilimana"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pinicola","Achiasmatic Meiosis","Male","6","XY","XY","Sturtevant, A.H., 1942. The classification of the genus Drosophila, with descriptions of nine species. Univ Texas Publ, 4213, pp.5-51., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company.","Drosophila_pinicola"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","planitibia","Achiasmatic Meiosis","Male","12","not reported","","Carson, H.L., Clayton, F.E. and Stalker, H.D., 1967. Karyotypic stability and speciation in Hawaiian Drosophila. Proceedings of the National Academy of Sciences of the United States of America, 57:1280-1285., Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-96., Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI. University of Texas Publ. pp171-228., Clayton, F.E., Carson, H.L. and Sato, J.E., 1972. Polytene chromosome relationships in Hawaiian species of Drosophila. VI. Supplementary data on metaphases and gene sequences.Univ. Texas Publ,7213, pp.163-177., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_planitibia"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","polliciforma","Achiasmatic Meiosis","Male","12","not reported","","Clayton, F.E., Carson, H.L. and Sato, J.E., 1972. Polytene chromosome relationships in Hawaiian species of Drosophila. VI. Supplementary data on metaphases and gene sequences.Univ. Texas Publ,7213, pp.163-177., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_polliciforma"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","polychaeta","Achiasmatic Meiosis","Male","12","XY","XY","Patterson, J.T. and Wheeler, M.R., 1942. Description of new species of the subgenera Hirtodrosophila and Drosophila. Univ. Texas Publ. 4213:69-109., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_polychaeta"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","polymorpha","Achiasmatic Meiosis","Male","8","XY","XY","Dobzhansky, T.G. and Pavan, C., 1943. Studies on Brazilian species of Drosophila. Boletim da Faculdade de Filosofia, Cincias e Letras da Universidade de Sao Paulo. Biologia Geral. Separata, 36(4), pp.7-72., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company.","Drosophila_polymorpha"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","ponera","Achiasmatic Meiosis","Male","12","XY","XY","Tsacas, L. and David, J. (1975). Les Drosophilidae (Diptera) de l'Ille de la Reunion et de l'Ile Maurice. I. Deux novelles especes du genre Drosophila. Bull. Soc. Linn. Lyon 44, 134-143., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press.","Drosophila_ponera"
