"Kingdom","Class","Order","Family","Genus","Species","Meiosis.Type","Achiasmatic.Sex","Diploid.Number","Sex.Chromosome.System","Simplified.SCS","Citation","Sci_name"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","primaeva","Achiasmatic Meiosis","Male","12","not reported","","Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-97., Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI. University of Texas Publ. pp171-229.,Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_primaeva"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","procardinoides","Achiasmatic Meiosis","Male","8","not reported","","Frydenberg, O., 1956. Two new species of Drosophila from Peru (Drosophilidae, Diptera). Revista Brasileira de Entomologia, 6, pp.57-64., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_procardinoides"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","procardinoides","Achiasmatic Meiosis","Male","8","XY","XY","Futch, D.G., 1962. Hybridization studies within the cardini species group of the genus. In Wheeler, M.R. Studies in Genetics II. Research Reports on Drosophila. Genetics, Taxonomy, and Evolution. University of Texas Publ. 539-557","Drosophila_procardinoides"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","prolaticilia","Achiasmatic Meiosis","Male","12","not reported","","Carson, H.L., Clayton, F.E. and Stalker, H.D., 1967. Karyotypic stability and speciation in Hawaiian Drosophila. Proceedings of the National Academy of Sciences of the United States of America, 57:1280-1285., Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-98., Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI. University of Texas Publ. pp171-230., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_prolaticilia"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","prolongata","Achiasmatic Meiosis","Male","8","XY","XY","Singh, B.K. and Gupta, J.P., 1979. Karyological study in some Indian species of Drosophilidae. Caryologia, 32(3), pp.265-278., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986). The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256. New York, NY: Academic Press.","Drosophila_prolongata"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","promeridiana","Achiasmatic Meiosis","Male","10","XY","XY","Wasserman M., 1962. ""Cytological studies of the repleta group of the genus Drosophila"". In Wheeler, M.R. Studies in Genetics II. Research Reports on Drosophila. Genetics, Taxonomy, and Evolution. University of Texas Publ. 85-86., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_promeridiana"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","propachuca","Achiasmatic Meiosis","Male","10","XY","XY","Wasserman, M., 1962. Cytological studies of the repleta group of the genus Drosophila. V. The mulleri subgroup. Univ. Texas Publ, 6205, pp.85-117., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_propachuca"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","prosaltans","Achiasmatic Meiosis","Male","6","not reported","","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest. University of Texas Publ. pp. 282-326., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_prosaltans"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","prosaltans","Achiasmatic Meiosis","Male","6","XY","XY","Wharton, L.T., 1943. An analysis of the metaphase and salivary chromosome morphology within the genus Drosophila.Univ. Texas Publ.,4313, pp.282-319., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company.","Drosophila_prosaltans"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","prosaltansII","Achiasmatic Meiosis","Male","6","not reported","","Dobzhansky, T. and Pavan, C., 1943. Chromosome complements of some South-Brazilian species of Drosophila. Proceedings of the National Academy of Sciences of the United States of America, 29(11), p.368., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company.","Drosophila_prosaltansII"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","prosimilis","Achiasmatic Meiosis","Male","12","XY","XY","Dobzhansky, T.G. and Pavan, C., 1943. Studies on Brazilian species of Drosophila. Boletim da Faculdade de Filosofia, Cincias e Letras da Universidade de Sao Paulo. Biologia Geral. Separata, 36(4), pp.7-72., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company.","Drosophila_prosimilis"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","prostipennis","Achiasmatic Meiosis","Male","6","XY","XY","Bock I.R. and Wheeler, M.R., 1972. The Drosophila melanogaster species group. Univ. Texas Publ,7213, pp.1-102., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986). The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256. New York, NY: Academic Press., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press.","Drosophila_prostipennis"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","prostopalpis","Achiasmatic Meiosis","Male","12","not reported","","Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI. University of Texas Publ. pp171-231., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_prostopalpis"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pseudoananassae","Achiasmatic Meiosis","Male","10","XY","XY","Tonomura, Y. and Tobari, Y.N., 1978. Karyotype variations in Drosophila pseudoananassae nigrens from Kandy, Sri Lanka. The Japanese Journal of Genetics, 53(1), pp.63-66., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press.","Drosophila_pseudoananassae"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pseudoananassae","Achiasmatic Meiosis","Male","8","not reported","","Tonomura, Y. and Tobari, Y.N., 1978. Karyotype variations in Drosophila pseudoananassae nigrens from Kandy, Sri Lanka. The Japanese Journal of Genetics, 53(1), pp.63-66., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press.","Drosophila_pseudoananassae"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pseudomayri","Achiasmatic Meiosis","Male","8","XY","XY","Baimai, V., 1980. Metaphase karyotypes of certain species of the Drosophila montium subgroup. The Japanese Journal of Genetics, 55(3), pp.165-175., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986). The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256. New York, NY: Academic Press.","Drosophila_pseudomayri"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pseudoobscura","Achiasmatic Meiosis","Male","10","XY","XY","Tan, C.C., 1935. Salivary gland chromosomes in the two races of Drosophila pseudoobscura. Genetics, 20(4), p.392-402., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company.","Drosophila_pseudoobscura"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pseudosaltans","Achiasmatic Meiosis","Male","6","not reported","","de Magalhaes, L.E., 1956. Description of four new species of the ""saltans"" group of ""Drosophila"" (Diptera). Revista Brasileira de Biologia, 16(3), pp.273-280., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press.","Drosophila_pseudosaltans"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pseudosordidula","Achiasmatic Meiosis","Male","10","not reported","","Kaneko, A., T. Tokumitsu and H. Takada, 1964 Drosophila survey of Hokkaido. XX. Description of a new species, Drosophila pseudosordidula sp. Nov. (Diptera, Drosophilidae). J. Fac. Sci. Hokkaido Univ. Serv. VI Zool. 15:374-394., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_pseudosordidula"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pseudotakahashii","Achiasmatic Meiosis","Male","8","XY","XY","Mather, W.B., 1956 The genus Drosophila (Diptera) in eastern Queensland. III. Cytological Evolution. Aust. J. Zool. 4: 76-89., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986). The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256. New York, NY: Academic Press., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press.","Drosophila_pseudotakahashii"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pseudotetrachaeta","Achiasmatic Meiosis","Male","12","not reported","","Angus, D., 1967. Cytological evolution in the quadrilineata sp. group. Drosoph. Inf Serv, 42, p.112., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_pseudotetrachaeta"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","psilophallus","Achiasmatic Meiosis","Male","12","not reported","","Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI. University of Texas Publ. pp171-232., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_psilophallus"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","psiolotarsalis","Achiasmatic Meiosis","Male","12","not reported","","Clayton, F.E., 1976. Metaphase Configurations in Drosophila: A Comparison of Endemic Hawaiian Species and Non-Endemic Species. Journal of the Arkansas Academy of Science, 30(1), pp.32-35., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press.","Drosophila_psiolotarsalis"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pulaua","Achiasmatic Meiosis","Male","8","XY","XY","Wilson, F.D., 1969. Cytogenetic relations in the Drosophila nasuta subgroup of the immigrans group of species. Univ. Texas Publ., 6918, pp.207-253., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_pulaua"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pulchrella","Achiasmatic Meiosis","Male","8","XY","XY","Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986). The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256. New York, NY: Academic Press., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press.","Drosophila_pulchrella"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pulla","Achiasmatic Meiosis","Male","10","XY","XY","Pavan C. and A. B. da Cunha, 1947 Especies brasileiras de Drosophila. Bol. Fac. Filos. Cienc. Letr. Univ. Sao Paulo, No. 85 Biol. Ger. 7:20-64., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company.","Drosophila_pulla"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pullata","Achiasmatic Meiosis","Male","10","not reported","","Tan, C.C., T.C. Hsu, and T.C. Sheng. 1949. Known Drosophila species in China with descriptions of twelve new species. U.T.P.,4920, 196-206., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company.","Drosophila_pullata"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","pullipes","Achiasmatic Meiosis","Male","12","not reported","","Clayton, F.E., Carson, H.L. and Sato, J.E., 1972. Polytene chromosome relationships in Hawaiian species of Drosophila. VI. Supplementary data on metaphases and gene sequences.Univ. Texas Publ,7213, pp.163-177., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_pullipes"
"Animalia","Insecta","Diptera","Drosophilidae","Drosophila","punalua","Achiasmatic Meiosis","Male","12","not reported","","Clayton, F.E., 1966. Preliminary report on the karyotypes of Hawaiian Drosophilidae.Univ. Texas Publ,6615, pp.397-404., Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-99., Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI. University of Texas Publ. pp171-233., Clayton, F.E., Carson, H.L. and Sato, J.E., 1972. Polytene chromosome relationships in Hawaiian species of Drosophila. VI. Supplementary data on metaphases and gene sequences.Univ. Texas Publ,7213, pp.163-177., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press.","Drosophila_punalua"
