Kingdom,Class,Order,Suborder,Family,Genus,Species,Meiosis Type,Achiasmatic Sex,Diploid Number,Sex Chromosome System,Simplified SCS,Citation
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Chymomyza,amoena,Achiasmatic,Male,8,XY,XY,"CHARLES W. METZ, MILDRED S. MOSES, CHROMOSOMES OF DROSOPHILA: Chromosome Relationships and Genetic Behavior in the Genus Drosophila: I. A Comparison of the Chromosomes of Different Species of Drosophila,Journal of Heredity, Volume 14, Issue 5, August 1923, Pages 195- 204,https://doi-org.srv-proxy1.library.tamu.edu/10.1093/oxfordjournals.jhered.a102315"
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Chymomyza,amoena,Achiasmatic,Male,8,not reported,,"Metz, C.W., 1914. Chromosome studies in the Diptera. I. A preliminary survey of five different types of chromosome groups in the genus Drosophila.J. exp. Zool,17, pp.45-59., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Chymomyza,costata,Achiasmatic,Male,8,not reported,,"Hackman, W., Lakovaara, S., Saura, A., Sorsa, M. and Vepsalainen, K., 1970. On the biology and karyology of Chymomyza costata Zetterstedt, with reference to the taxonomy and distribution of various species of Chymomyza (Dipt., Drosophilidae).Ann Entomol Fenn,36, pp.1-9., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Chymomyza,coxata,Achiasmatic,Male,8,not reported,,"Clayton, F.E. and C.L. Ward, 1954. Chromosomal studies of several species of Drosophilidae. Univ. Texas Publ 5422: 98-105., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Chymomyza,procnemis,Achiasmatic,Male,8,not reported,,"Metz, C.W., 1916. Chromosome studies on the Diptera. II. The paired association of chromosomes in the Diptera, and its significance. Journal of Experimental Zoology, 21(2), pp.213-279., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Chymomyza,wirthii,Achiasmatic,Male,8,XY,XY,"Clayton, F.E. and C.L. Ward, 1954. Chromosomal studies of several species of Drosophilidae. Univ. Texas Publ 5422: 98-105., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Cladochaeta,nebulosa,Achiasmatic,Male,8,not reported,,"Metz, C.W., 1916. Chromosome studies on the Diptera. II. The paired association of chromosomes in the Diptera, and its significance. Journal of Experimental Zoology, 21(2), pp.213-279., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Dettopsomyia,nigrovittata,Achiasmatic,Male,10,not reported,,"Prevosti, A. (1976). Cariotipo de Drosophila guanch Monclus y Dettopsomyia nigrovittata Malloch. Bol. R. Soc. Esp. Hist. Nat., Secc. Biol. 74, 215-217., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,"""melanissima""",Achiasmatic,Male,10,XY,XY,"Kikkawa, H., 1938. Drosophila species of Japan and its adjacent localities.Jap J Zool,7, pp.507-555., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,acanthoptera,Achiasmatic,Male,10,XY,XY,"Ward, C.L., 1949. Karyotype variation in Drosophila. Univ. Texas Publ., 4920, pp.70-79., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,acutilabella,Achiasmatic,Male,8,not reported,,"Stalker, H.D., 1953. Taxonomy and hybridization in the cardini group of Drosophila. Annals of the Entomological Society of America, 46(3), pp.343-358., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,acutilabella,Achiasmatic,Male,8,XY,XY,"Futch, D.G., 1962. Hybridization studies within the cardini species group of the genus. In Wheeler, M.R. Studies in Genetics II. Research Reports on Drosophila. Genetics, Taxonomy, and Evolution. University of Texas Publ. 539-555"
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,adiastola,Achiasmatic,Male,12,not reported,,"Clayton, F.E., 1966. Preliminary report on the karyotypes of Hawaiian Drosophilidae.Univ. Texas Publ,6615, pp.397-404., Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-53., Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI. University of Texas Publ. pp171-182, Clayton, F.E., Carson, H.L. and Sato, J.E., 1972. Polytene chromosome relationships in Hawaiian species of Drosophila. VI. Supplementary data on metaphases and gene sequences.Univ. Texas Publ,7213, pp.163-177., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,adunca,Achiasmatic,Male,12,not reported,,"Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae. Univ. Texas Publ, 6818, pp.263-278., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,afer,Achiasmatic,Male,10,XY,XY,"Tan, C.C., T.C. Hsu, and T.C. Sheng. 1949. Known Drosophila species in China with descriptions of twelve new species. U.T.P.,4920, 196-206., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,affinidisjuncta,Achiasmatic,Male,12,not reported,,"Baimai, V. and Ahearn, J.N., 1978. Cytogenetic relationships of Drosophila affinidisjuncta Hardy.American Midland Naturalist, pp.352-360., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,affinis,Achiasmatic,Male,10,XY,XY,"Sturtevant, A.H. and Novitski, E., 1941. The homologies of the chromosome elements in the genus Drosophila. Genetics, 26(5), p.517-541., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,affinis,Achiasmatic,Male,10,not reported,,"Kikkawa, H., 1938. Drosophila species of Japan and its adjacent localities. Jap J Zool, 7, pp.507-555., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,aglaia,Achiasmatic,Male,12,not reported,,"Clayton, F.E., Carson, H.L. and Sato, J.E., 1972. Polytene chromosome relationships in Hawaiian species of Drosophila. VI. Supplementary data on metaphases and gene sequences.Univ. Texas Publ,7213, pp.163-177., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,agumbensis,Achiasmatic,Male,8,XY,XY,"Prakash, H.S. and Reddy, G.S. (1978). Drosophila agumbensis, sp. Nov. from Karnataka, South India (Diptera: Drosophilidae). Orient. Insects 12, 259-263., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,airzonensis,Achiasmatic,Male,12,XY,XY,"Patterson, J.T. and Wheeler, M.R., 1942. Description of new species of the subgenera Hirtodrosophila and Drosophila. Univ. Texas Publ. 4213:69-109., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,albirostris,Achiasmatic,Male,12,XY,XY,"Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,albomicans,Achiasmatic,Male,6,not reported,,"Wilson, F.D., 1969. Cytogenetic relations in the Drosophila nasuta subgroup of the immigrans group of species. Univ. Texas Publ., 6918, pp.207-253., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,albomicans,Achiasmatic,Male,8,XY,XY,"Kikkawa, H., 1938. Drosophila species of Japan and its adjacent localities. Jap J Zool, 7, pp.507-555., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,alboralis,Achiasmatic,Male,12,not reported,,"Momma, E., 1954 Drosophila survey of Hokkaido. II. Chromosomes of seven wild species. J. Fac. Sci. Hokkaido Univ. Ser.VI Zool. 12:200-208., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,aldrichi,Achiasmatic,Male,12,XY,XY,"Patterson, J.T. and Crow, J.F., 1940. XII. Hybridization in the mulleri group of Drosophila. Univ. Texas Publ, 4032, pp.251-256., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,alexandrei,Achiasmatic,Male,8,not reported,,"Cordeiro, A.R., 1951 Drosophila alexandrei, una nova especie brasileira. Publ. Faculdade Fil. Univ. Rio Grande Sul 3:1-11., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,algonquin,Achiasmatic,Male,10,XY,XY,"Miller, D.D., 1939. Structure and variation of the chromosomes in Drosophila algonquin. Genetics, 24(5), p.699-708., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,algonquin,Achiasmatic,Male,10,not reported,,"Sturtevant, A.H. and Dobzhansky, T., 1936. Observations on the species related to new forms of Drosophila affinis, with descriptions of seven. The American Naturalist, 70(731), pp.574-584., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,alpina,Achiasmatic,Male,6,not reported,,"Moriwaki, D., Okada, T., Ohba, S., Shirai, M., Kurokawa, H., Yoshida, Y., Matsudaira, Y., Tsusue, M. and Kitagawa, O. (1956). Studies on population genetics in Drosophila. In: ""Syudan Idengaku"" (T. Komai and K. Sakai, eds.), pp.84-103. Baifukan, Tokyo., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,alsophila,Achiasmatic,Male,12,not reported,,"Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI. University of Texas Publ. pp171-184., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,altiplanica,Achiasmatic,Male,10,not reported,,"Brncic, D. and Koref-Santibaoez, S., 1957. The mesophragmatica group of species of Drosophila. Evolution, pp.300-310., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,ambigua,Achiasmatic,Male,10,XY,XY,"Buzzati-Traverso, A., 1941. Genetica di popolazioni in Drosophila. II. I cromosomi di 5 specie del gruppo obscura e la incrociabilit di varie razze geografiche. Scientia genetica, 2, pp.1-18., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,americana,Achiasmatic,Male,8,not reported,,"Hughes 1939, Wharton, L.T., 1943 An analysis of the metaphase and salivary chromosome morphology within the genus Drosophila. Univ. Texas Publ. 4312:282-319., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,americana,Achiasmatic,Male,8,XY,XY,"Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest. University of Texas Publ. pp. 282-354"
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,amplilobus,Achiasmatic,Male,10,not reported,,"Clayton, F.E., 1966. Preliminary report on the karyotypes of Hawaiian Drosophilidae.Univ. Texas Publ,6615, pp.397-404., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,ananassae,Achiasmatic,Male,8,not reported,,"Metz, C.W., 1916. Chromosome studies on the Diptera. III. Additional types of chromosome groups in the Drosophilidae. The American Naturalist, 50(598), pp.587-599., Wharton, L.T., 1943 An analysis of the metaphase and salivary chromosome morphology within the genus Drosophila. Univ. Texas Publ. 4312:282-319., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,ananassae,Achiasmatic,Male,8,XY,XY,"Kikkawa, H., 1935. An inference as to the constitution of X-chromosome in Drosophila. Proceedings of the Imperial Academy Japan, 11(2), pp.62-65., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,anceps,Achiasmatic,Male,12,XY,XY,"Patterson, J.T. and Mainland, G.B., 1944. The Drosophilidae of Mexico. Univ. Tex. Pub, 4445, pp.9-101., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,andamensis,Achiasmatic,Male,8,XY,XY,"Sen, S. and Gupta, J.P. (1977). Some studies on the systematic position of Drosophila andamanensis Gupta and Ray Chaudhuri. Drosophila Inf. Serv. 52, 33-34., Singh, B.K. and Gupta, J.P., 1979. Karyological study in some Indian species of Drosophilidae. Caryologia, 32(3), pp.265-278., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986). The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,andina,Achiasmatic,Male,10,XY,XY,"Dobzhansky, T.G. and Pavan, C., 1943. Studies on Brazilian species of Drosophila. Boletim da Faculdade de Filosofia, Cilncias e Letras da Universidade de Sao Paulo. Biologia Geral. Separata, 36(4), pp.7-72., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,angularis,Achiasmatic,Male,12,not reported,,"Tokumitsu, T., T. Shima and A. Kaneko, 1967 Drosophila survey of Hokkaido. XXIII. A karyotype study in seven species of the quinaria and robusta groups. Jap. J. Genet. 42:279-282., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,angustibucca,Achiasmatic,Male,12,not reported,,"Franck, G., Valente, V.L.S. and Morales, N.B., 1984. Chromosome characteristics of Drosophila angustibucca Duda. Revista Brasileira de Genetica, 7(2), pp.241-253., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,annulimana,Achiasmatic,Male,10,XO,XO,"Dobzhansky, T. and Pavan, C., 1943. Chromosome complements of some South-Brazilian species of Drosophila. Proceedings of the National Academy of Sciences of the United States of America, 29(11), p.368., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,annulipes,Achiasmatic,Male,6,XY,XY,"Lin, F.J., Jan, K.Y., Tseng, H.C. and Chow, H.W., 1974. Mitotic chromosomes of species in the subgenusDrosophila (Diptera: Drosophilidae). Genetica, 45(1), pp.133-144., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,annulipes,Achiasmatic,Male,6,not reported,,"Moriwaki, D., Okada, T., Ohba, S., Shirai, M., Kurokawa, H., Yoshida, Y., Matsudaira, Y., Tsusue, M. and Kitagawa, O. (1956). Studies on population genetics in Drosophila. In: ""Syudan Idengaku"" (T. Komai and K. Sakai, eds.), pp.84-103. Baifukan, Tokyo., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,anomalipes,Achiasmatic,Male,12,not reported,,"Clayton, F.E., 1976. Metaphase Configurations in Drosophila: A Comparison of Endemic Hawaiian Species and Non-Endemic Species. Journal of the Arkansas Academy of Science, 30(1), pp.32-35., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,anomelani,Achiasmatic,Male,8,XY,XY,"Reddy, G.S. and Krishnamurthy, N.B., 1973. Two new species of the montium subgroup of genus Drosophila (Diptera: Drosophilidae). Oriental insects, 7(2), pp.259-265., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986). The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,anoplastoma,Achiasmatic,Male,12,not reported,,"Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,antilla,Achiasmatic,Male,8,not reported,,"Heed, W.B. and Krishnamurthy, N.B., 1959. Genetic studies on the cardini group of Drosophila in the West Indies.Univ. Texas Publ,5914, pp.155-179., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,aracea,Achiasmatic,Male,6,not reported,,"Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,araicas,Achiasmatic,Male,10,not reported,,"Pavan, C. and Nacrur, J., 1950. Duas novas especies de Drosophila (Diptera) do grupo annulimana. Dusenia, 1(5), pp.263-274., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,arapuan,Achiasmatic,Male,8,XY,XY,"Pavan C. and A. B. da Cunha, 1947 Especies brasileiras de Drosophila. Bol. Fac. Filos. Cienc. Letr. Univ. Sao Paulo, No. 85 Biol. Ger. 7:20-64., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,ararama,Achiasmatic,Male,10,not reported,,"Pavan C. and A. B. da Cunha, 1947 Especies brasileiras de Drosophila. Bol. Fac. Filos. Cienc. Letr. Univ. Sao Paulo, No. 85 Biol. Ger. 7:20-64., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,arassari,Achiasmatic,Male,12,XY,XY,"Pavan C. and A. B. da Cunha, 1947 Especies brasileiras de Drosophila. Bol. Fac. Filos. Cienc. Letr. Univ. Sao Paulo, No. 85 Biol. Ger. 7:20-64., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company."
