Kingdom,Class,Subclass,Order,Family,Genus,Species,Meiosis Type,Achiasmatic Sex,Diploid Number,Sex Chromosome System,Simplified Sex Chromosome System,Citation
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Glossophaga,soricina,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Hylonycteris,underwoodi,,,16,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Lichonycteris,obscura,,,24,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Lionycteris,obscura,,,24,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Lionycteris,spurrelli,,,28,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Lonchophylla,concava,,,28,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Lonchophylla,robusta,,,28,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Lonchophylla,thomasi,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Lonchorhina,aurita,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Lophostoma,occidentalis,,,34,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Lophostoma,silvicolum,,,34,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Macrotus,californicus,,,40,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Macrotus,waterhousii,,,46,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Mesophylla,macconnelli,,,22,complex XY,Complex XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Micronycteris,brachyotis,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Micronycteris,hirsuta,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Micronycteris,hirsuta,,,26,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Micronycteris,megalotis,,,40,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Micronycteris,minuta,,,28,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Micronycteris,nicefori,,,28,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Micronycteris,schmidtorum,,,38,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Mimon,crenulatum,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Monophyllus,redmani,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Phylloderma,stenops,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Phyllonycteris,poeyi,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Phyllops,haitiensis,,,31,complex XY,Complex XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Phyllostomus,discolor,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Phyllostomus,hastatus,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Phyllostomus,hastatus,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Platyrrhinus,incarum,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Platyrrhinus,lineatus,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Platyrrhinus,vittatus,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Platyrrhinus,vittatus lineatus,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Rhinophyla,fischerae,,,34,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Rhinophyla,fischerae,,,38,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Rhinophyla,pumilio,,,36,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Rhinophyla,pumilio,,,34,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Sphaeronycteris,toxophyllum,,,28,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Sturnina,lilium,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Sturnira,erythromos,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Sturnira,mordax,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Tonatia,bidens,,,16,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Tonatia,saurophila,,,16,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Trachops,cirrhosus,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Uroderma,bilobatum,,,44,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Uroderma,magnirostrum,,,38,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Uroderma,magnirostrum,,,36,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Vampyressa,bidens,,,26,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Vampyressa,brocki,,,24,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Vampyressa,nymphaea,,,26,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Vampyressa,pusilla,,,18,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Vampyressa,thyone,,,24,complex XY,Complex XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Vampyrodes,caraccioli,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Vampyrum,spectrum,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Pteropodidae,Alionycteris,paucidentata,,,36,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Pteropodidae,Casinycteris,ophiodon,,,34,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Pteropodidae,Cynopterus,sphinx,,,34,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Pteropodidae,Eidolon,helvum,,,34,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Pteropodidae,Eonycteris,robusta,,,36,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Pteropodidae,Epomops,franqueti,,,36,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Pteropodidae,Hypsignathus,monstrosus,,,36,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Pteropodidae,Megaloglossus,woermanni,,,36,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Pteropodidae,Micropteropus,pusillus,,,34,complex XY,Complex XY,
Animalia,Mammalia,Theria,Chiroptera,Pteropodidae,Myonycteris,torquata,,,36,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Pteropodidae,Otopteropus,cartilagonodus,,,48,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Pteropodidae,Pteropus,giganteus,,,38,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Pteropodidae,Pteropus,lylei,,,40,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Pteropodidae,Pteropus,rodricensis,,,38,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Pteropodidae,Rousettus,aegyptiacus,,,36,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Pteropodidae,Rousettus,angolensis,,,36,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Pteropodidae,Rousettus,lanosus,,,36,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Pteropodidae,Rousettus,leschenaulti,,,36,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Rhinolophidae,Rhinolophus,ferrumequinum,,,56,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Rhinolophidae,Rhinolophus,ferrumequinum tragatus,,,56,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Rhinolophidae,Rhinolophus,formosae,,,52,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Rhinolophidae,Rhinolophus,hipposideros,,,56,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Rhinolophidae,Rhinolophus,luctoides,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Rhinolophidae,Rhinolophus,morio,,,28,complex XY,Complex XY,
Animalia,Mammalia,Theria,Chiroptera,Rhinolophidae,Rhinolophus,pearsonii,,,44,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Rhinolophidae,Rhinolophus,pusillus,,,62,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Rhinolophidae,Rhinolophus,rouxi,,,56,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Rhinolophidae,Rhinolophus,sedulus,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Rhinolophidae,Rhinolophus,sinicus,,,36,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Rhinopomatidae,Rhinopoma,hardwickei,,,36,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Rhinopomatidae,Rhinopoma,microphyllum,,,42,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Antrozous,pallidus,,,46,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Chalinolobus,morio,,,44,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Corynorhinus,townsendii,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Eptesicus,bottae,,,50,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Eptesicus,fuscus,,,50,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Euderma,maculatum,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Glauconycteris,beatrix,,,22,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Hesperoptenus,blandfordi,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Idionycteris,phyllotis,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Lasiurus,borealis,,,28,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Lasiurus,intermedius,,,26,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Lasiurus,seminolus,,,28,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Murina,cyclotis,,,44,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Murina,hilgendorfi,,,44,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Myotis,altarium,,,44,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Myotis,dasycneme,,,44,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Myotis,grisescens,,,44,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Myotis,keenii,,,44,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Myotis,macrodactylus,,,44,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Myotis,mystacinus,,,44,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Myotis,nigricans,,,44,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Myotis,sodalis,,,44,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Myotis,thysanodes,,,44,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Myotis,velifer,,,44,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Nyctalus,velutinus,,,36,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Nycticeius,humeralis,,,46,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Nyctophilus,gouldi,,,44,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Phoniscus,atrox,,,40,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Pipistrellus,affinis,,,36,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Pipistrellus,ceylonicus,,,36,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Pipistrellus,coromandra,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Pipistrellus,crassulus,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Pipistrellus,eisentrauti,,,42,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Pipistrellus,javanicus,,,34,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Pipistrellus,kuhli,,,42,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Pipistrellus,mimus,,,38,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,,44,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Pipistrellus,pulveratus,,,44,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Pipistrellus,sagittula,,,44,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Pipistrellus,stenopterus,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Pipistrellus,subflavus,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Pipistrellus,tasmaniensis,,,44,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Pipistrellus,vulturnus,,,44,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Plecotus,auritus,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Scotophilus,dinganii,,,36,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Scotophilus,heathi,,,36,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Scotophilus,kuhlii,,,36,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Scotorepens,balstoni,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Scotozous,dormeri,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Tylonycteris,pachypus,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Tylonycteris,robustula,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Tylonycteris,robustula,,,46,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Tylonycteris,sp.,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Vespertilionidae,Vespertilio,murinus,,,38,XY,XY,
Animalia,Mammalia,Theria,Cingulata,Chlamyphoridae,Cabassous,centralis,,,62,XY,XY,
Animalia,Mammalia,Theria,Cingulata,Chlamyphoridae,Cabassous,tatouay,,,50,XY,XY,
Animalia,Mammalia,Theria,Cingulata,Chlamyphoridae,Chaetophractus,villosus,,,60,XY,XY,
Animalia,Mammalia,Theria,Cingulata,Chlamyphoridae,Euphractus,sexcinctus,,,58,XY,XY,
Animalia,Mammalia,Theria,Cingulata,Chlamyphoridae,Euphractus,sexcinctus flavimanus,,,58,XY,XY,
Animalia,Mammalia,Theria,Cingulata,Chlamyphoridae,Tolypeutes,matacus,,,38,XY,XY,
Animalia,Mammalia,Theria,Cingulata,Chlamyphoridae,Zaedyus,pichiy,,,62,XY,XY,
Animalia,Mammalia,Theria,Cingulata,Dasypodidae,Dasypus,hybridus,,,64,XY,XY,
Animalia,Mammalia,Theria,Cingulata,Dasypodidae,Dasypus,novemcinctus,,,64,XY,XY,
Animalia,Mammalia,Theria,Cingulata,Dasypodidae,Dasypus,septemcinctus,,,64,XY,XY,
Animalia,Mammalia,Theria,Dermoptera,Cynocephalidae,Cynocephalus,variegatus,,,56,XY,XY,
Animalia,Mammalia,Theria,Dermoptera,Cynocephalidae,Cynocephalus,volans,,,38,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Erinaceidae,Erinaceus,amurensis,,,48,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Erinaceidae,Erinaceus,concolor,,,48,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Erinaceidae,Erinaceus,europaeus,,,48,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Erinaceidae,Hemiechinus,auritus,,,48,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Erinaceidae,Hemiechinus,dauricus,,,48,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Erinaceidae,Hylomys,suillus,,,48,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Erinaceidae,Neohylomys,hainanensis,,,32,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Erinaceidae,Neotetracus,sinensis,,,32,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Erinaceidae,Paraechinus,hypomelas,,,48,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Erinaceidae,Podogymnura,truei,,,40,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Solenodontidae,Solenodon,paradoxus,,,34,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Blarina,carlinensis peninsulae,,,50,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Blarina,carolinensis,,,37,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Blarina,carolinensis,,,50,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Blarina,hylophaga,,,19,complex XY,Complex XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Blarinella,griselda,,,44,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Crocidura,canariensis,,,36,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Crocidura,crossei,,,44,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Crocidura,dsinezumi,,,40,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Crocidura,glassi,,,36,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Crocidura,horsfieldii watasei,,,26,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Crocidura,leucodon sp. 1,,,28,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Crocidura,leucodon sp. 2,,,28,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Crocidura,muricauda,,,36,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Crocidura,obscurior,,,38,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Crocidura,olivieri,,,50,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Crocidura,pergrisea,,,22,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Crocidura,sibirica,,,40,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Crocidura,sicula,,,36,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Crocidura,suaveolens,,,40,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Crocidura,tarfayensis,,,36,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Crocidura,watasei,,,26,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Neomys,fodiens,,,52,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Notiosorex,crawfordi,,,68,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Sorex,araneus,,,26,complex XY,Complex XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Sorex,araneus,,,21,complex XY,Complex XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Sorex,caecutiens,,,42,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Sorex,coronatus,,,23,complex XY,Complex XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Sorex,granarius,,,36,complex XY,Complex XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Sorex,minutus,,,42,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Sorex,raddei,,,36,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Sorex,tundrensis,,,32,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Soricidae,Suncus,murinus,,,40,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Talpidae,Dymecodon,pilirostris,,,34,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Talpidae,Euroscaptor,klossi,,,36,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Talpidae,Mogera,insularis,,,32,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Talpidae,Mogera,kanoana,,,32,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Talpidae,Neurotrichus,gibbsii,,,34,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Talpidae,Parascalops,breweri,,,34,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Talpidae,Parascaptor,leucura,,,34,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Talpidae,Scapanulus,oweni,,,34,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Talpidae,Scaptonyx,fusicaudus,,,34,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Talpidae,Talpa,altaica,,,34,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Talpidae,Talpa,europaea,,,34,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Talpidae,Talpa,europaea europaea,,,34,XY,XY,
Animalia,Mammalia,Theria,Eulipotyphla,Talpidae,Urotrichus,talpoides,,,34,XY,XY,
Animalia,Mammalia,Theria,Hyracoidea,Procaviidae,Procavia,capensis,,,54,XY,XY,
Animalia,Mammalia,Theria,Lagomorpha,Leporidae,Brachylagus,idahoensis,,,44,XY,XY,
Animalia,Mammalia,Theria,Lagomorpha,Leporidae,Bunolagus,monticularis,,,44,XY,XY,
Animalia,Mammalia,Theria,Lagomorpha,Leporidae,Lepus,alleni alleni,,,48,XY,XY,
Animalia,Mammalia,Theria,Lagomorpha,Leporidae,Lepus,americanus,,,48,XY,XY,
Animalia,Mammalia,Theria,Lagomorpha,Leporidae,Lepus,californicus,,,48,XY,XY,
Animalia,Mammalia,Theria,Lagomorpha,Leporidae,Lepus,californicus eremicus,,,48,XY,XY,
Animalia,Mammalia,Theria,Lagomorpha,Leporidae,Lepus,mandshuricus,,,48,XY,XY,
Animalia,Mammalia,Theria,Lagomorpha,Leporidae,Lepus,saxatilis,,,48,XY,XY,
Animalia,Mammalia,Theria,Lagomorpha,Leporidae,Lepus,timidus,,,48,XY,XY,
Animalia,Mammalia,Theria,Lagomorpha,Leporidae,Lepus,tolai,,,48,XY,XY,
Animalia,Mammalia,Theria,Lagomorpha,Leporidae,Lepus,townsendii,,,48,XY,XY,
Animalia,Mammalia,Theria,Lagomorpha,Leporidae,Oryctolagus,cuniculus,,,44,XY,XY,
Animalia,Mammalia,Theria,Lagomorpha,Leporidae,Pronolagus,rupestris,,,42,XY,XY,
Animalia,Mammalia,Theria,Lagomorpha,Leporidae,Romerolagus,diazi,,,48,XY,XY,
Animalia,Mammalia,Theria,Lagomorpha,Leporidae,Sylvilagus,aquaticus,,,38,XY,XY,
Animalia,Mammalia,Theria,Lagomorpha,Leporidae,Sylvilagus,audubonii,,,42,XY,XY,
Animalia,Mammalia,Theria,Lagomorpha,Leporidae,Sylvilagus,floridanus,,,42,XY,XY,
Animalia,Mammalia,Theria,Lagomorpha,Leporidae,Sylvilagus,nuttallii,,,42,XY,XY,
Animalia,Mammalia,Theria,Lagomorpha,Leporidae,Sylvilagus,palustris,,,38,XY,XY,
Animalia,Mammalia,Theria,Lagomorpha,Leporidae,Sylvilagus,transitionalis,,,46,XY,XY,
Animalia,Mammalia,Theria,Lagomorpha,Ochotonidae,Ochotona,forresti,,,54,XY,XY,
Animalia,Mammalia,Theria,Lagomorpha,Ochotonidae,Ochotona,hyperborea,,,40,XY,XY,
Animalia,Mammalia,Theria,Lagomorpha,Ochotonidae,Ochotona,princeps,,,68,XY,XY,
Animalia,Mammalia,Theria,Lagomorpha,Ochotonidae,Ochotona,rufescene rufescens,,,60,XY,XY,
Animalia,Mammalia,Theria,Macroscelidea,Macroscelididae,Elephantus,rupestris,,,26,XY,XY,
Animalia,Mammalia,Theria,Macroscelidea,Macroscelididae,Macroscelides,proboscideus,,,26,XY,XY,
Animalia,Mammalia,Theria,Perissodactyla,Equidae,Equus,asinus,,,62,XY,XY,
Animalia,Mammalia,Theria,Perissodactyla,Equidae,Equus,burchelli,,,44,XY,XY,
Animalia,Mammalia,Theria,Perissodactyla,Equidae,Equus,burchelli boehmi,,,44,XY,XY,
Animalia,Mammalia,Theria,Perissodactyla,Equidae,Equus,caballus,,,64,XY,XY,
Animalia,Mammalia,Theria,Perissodactyla,Equidae,Equus,grevyi,,,46,XY,XY,
Animalia,Mammalia,Theria,Perissodactyla,Equidae,Equus,hemionus kulan,,,55,XY,XY,
Animalia,Mammalia,Theria,Perissodactyla,Equidae,Equus,hemionus onager,,,55,XY,XY,
Animalia,Mammalia,Theria,Perissodactyla,Equidae,Equus,kiang,,,52,XY,XY,
Animalia,Mammalia,Theria,Perissodactyla,Equidae,Equus,prewalskii,,,66,XY,XY,
Animalia,Mammalia,Theria,Perissodactyla,Equidae,Equus,quagga boehmi,,,45,XY,XY,
Animalia,Mammalia,Theria,Perissodactyla,Equidae,Equus,zebra,,,32,XY,XY,
Animalia,Mammalia,Theria,Perissodactyla,Equidae,Equus,zebra hartmannae,,,32,XY,XY,
Animalia,Mammalia,Theria,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,,,82,XY,XY,
Animalia,Mammalia,Theria,Perissodactyla,Rhinocerotidae,Ceratotherium,simum simum,,,82,XY,XY,
Animalia,Mammalia,Theria,Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,,,82,XY,XY,
Animalia,Mammalia,Theria,Perissodactyla,Rhinocerotidae,Diceros,bicornis,,,84,XY,XY,
Animalia,Mammalia,Theria,Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,,,82,XY,XY,
Animalia,Mammalia,Theria,Perissodactyla,Tapiridae,Tapirus,bairdii,,,80,XY,XY,
Animalia,Mammalia,Theria,Perissodactyla,Tapiridae,Tapirus,indicus,,,52,XY,XY,
Animalia,Mammalia,Theria,Perissodactyla,Tapiridae,Tapirus,pinchaque,,,76,XY,XY,
Animalia,Mammalia,Theria,Perissodactyla,Tapiridae,Tapirus,terrestris,,,80,XY,XY,
Animalia,Mammalia,Theria,Pholidota,Manidae,Manis,javanica,,,38,XY,XY,
Animalia,Mammalia,Theria,Pholidota,Manidae,Manis,pentadactyla,,,40,XY,XY,
Animalia,Mammalia,Theria,Pilosa,Bradypodidae,Bradypus,torquatus,,,50,XY,XY,
Animalia,Mammalia,Theria,Pilosa,Bradypodidae,Bradypus,variegatus,,,54,XY,XY,
