Kingdom,Class,Subclass,Order,Family,Genus,Species,Meiosis Type,Achiasmatic Sex,Diploid Number,Sex Chromosome System,Simplified Sex Chromosome System,Citation
Animalia,Mammalia,Metatheria,Diprotodontia,Pseudocheiridae,Pseudochirops,archeri,Asynaptic,Male,16,XY,XY,"Westerman, M., Meredith, R.W. and Springer, M.S., 2010. Cytogenetics meets phylogenetics: a review of karyotype evolution in diprotodontian marsupials. Journal of Heredity, 101(6), pp.690-702."
Animalia,Mammalia,Metatheria,Diprotodontia,Pseudocheiridae,Pseudochirops,corinnae,Asynaptic,Male,16,XY,XY,"Westerman, M., Meredith, R.W. and Springer, M.S., 2010. Cytogenetics meets phylogenetics: a review of karyotype evolution in diprotodontian marsupials. Journal of Heredity, 101(6), pp.690-702."
Animalia,Mammalia,Metatheria,Diprotodontia,Pseudocheiridae,Pseudochirops,cupreus,Asynaptic,Male,10,XY,XY,"Westerman, M., Meredith, R.W. and Springer, M.S., 2010. Cytogenetics meets phylogenetics: a review of karyotype evolution in diprotodontian marsupials. Journal of Heredity, 101(6), pp.690-702."
Animalia,Mammalia,Metatheria,Diprotodontia,Pseudocheiridae,Pseudochirops,dahli,Asynaptic,Male,16,XY,XY,"Westerman, M., Meredith, R.W. and Springer, M.S., 2010. Cytogenetics meets phylogenetics: a review of karyotype evolution in diprotodontian marsupials. Journal of Heredity, 101(6), pp.690-702."
Animalia,Mammalia,Metatheria,Diprotodontia,Pseudocheiridae,Pseudochirulus,canescens,Asynaptic,Male,18,XY,XY,"Westerman, M., Meredith, R.W. and Springer, M.S., 2010. Cytogenetics meets phylogenetics: a review of karyotype evolution in diprotodontian marsupials. Journal of Heredity, 101(6), pp.690-702."
Animalia,Mammalia,Metatheria,Diprotodontia,Pseudocheiridae,Pseudochirulus,herbertensis,Asynaptic,Male,12,XY,XY,"Westerman, M., Meredith, R.W. and Springer, M.S., 2010. Cytogenetics meets phylogenetics: a review of karyotype evolution in diprotodontian marsupials. Journal of Heredity, 101(6), pp.690-702."
Animalia,Mammalia,Metatheria,Diprotodontia,Pseudocheiridae,Pseudochirulus,mayeri,Asynaptic,Male,,XY,XY,"Westerman, M., Meredith, R.W. and Springer, M.S., 2010. Cytogenetics meets phylogenetics: a review of karyotype evolution in diprotodontian marsupials. Journal of Heredity, 101(6), pp.690-702."
Animalia,Mammalia,Metatheria,Diprotodontia,Pseudocheiridae,Pseudochirulus,peregrinus,Asynaptic,Male,20,XY,XY,"Westerman, M., Meredith, R.W. and Springer, M.S., 2010. Cytogenetics meets phylogenetics: a review of karyotype evolution in diprotodontian marsupials. Journal of Heredity, 101(6), pp.690-702."
Animalia,Mammalia,Metatheria,Diprotodontia,Tarsipedidae,Tarsipes,rostratus,Asynaptic,Male,32,XY,XY,"Westerman, M., Meredith, R.W. and Springer, M.S., 2010. Cytogenetics meets phylogenetics: a review of karyotype evolution in diprotodontian marsupials. Journal of Heredity, 101(6), pp.690-702."
Animalia,Mammalia,Metatheria,Diprotodontia,Vombatidae,Lasiorhinus,latifrons,Asynaptic,Male,14,XY,XY,"Westerman, M., Meredith, R.W. and Springer, M.S., 2010. Cytogenetics meets phylogenetics: a review of karyotype evolution in diprotodontian marsupials. Journal of Heredity, 101(6), pp.690-702."
Animalia,Mammalia,Metatheria,Diprotodontia,Vombatidae,Vombatus,ursinus,Asynaptic,Male,14,XY,XY,"Westerman, M., Meredith, R.W. and Springer, M.S., 2010. Cytogenetics meets phylogenetics: a review of karyotype evolution in diprotodontian marsupials. Journal of Heredity, 101(6), pp.690-702."
Animalia,Mammalia,Metatheria,Microbiotheria,Microbiotheriidae,Dromiciops,australis,Asynaptic,Male,14,XO,XO,evobir.shinyapps.io/mammals/
Animalia,Mammalia,Metatheria,Microbiotheria,Microbiotheriidae,Dromiciops,gliroides,Asynaptic,Male,14,XY,XY,"Westerman, M., Meredith, R.W. and Springer, M.S., 2010. Cytogenetics meets phylogenetics: a review of karyotype evolution in diprotodontian marsupials. Journal of Heredity, 101(6), pp.690-702."
Animalia,Mammalia,Metatheria,Notoryctemorphia,Notoryctidae,Notoryctes,typhlops,Asynaptic,Male,20,XY,XY,"Westerman, M., Meredith, R.W. and Springer, M.S., 2010. Cytogenetics meets phylogenetics: a review of karyotype evolution in diprotodontian marsupials. Journal of Heredity, 101(6), pp.690-702."
Animalia,Mammalia,Metatheria,Paucituberculata,Caenolestidae,Caenolestes,fuliginosus,Asynaptic,Male,14,XY,XY,"Westerman, M., Meredith, R.W. and Springer, M.S., 2010. Cytogenetics meets phylogenetics: a review of karyotype evolution in diprotodontian marsupials. Journal of Heredity, 101(6), pp.690-702."
Animalia,Mammalia,Metatheria,Paucituberculata,Caenolestidae,Rhyncholestes,raphanurus,Asynaptic,Male,14,XY,XY,"Westerman, M., Meredith, R.W. and Springer, M.S., 2010. Cytogenetics meets phylogenetics: a review of karyotype evolution in diprotodontian marsupials. Journal of Heredity, 101(6), pp.690-702."
Animalia,Mammalia,Metatheria,Peramelemorphia,Peramelidae,Echymipera,kalubu,Asynaptic,Male,14,XY,XY,"Westerman, M., Meredith, R.W. and Springer, M.S., 2010. Cytogenetics meets phylogenetics: a review of karyotype evolution in diprotodontian marsupials. Journal of Heredity, 101(6), pp.690-702."
Animalia,Mammalia,Metatheria,Peramelemorphia,Peramelidae,Isoodon,macrourus,Asynaptic,Male,14,XY,XY,"Westerman, M., Meredith, R.W. and Springer, M.S., 2010. Cytogenetics meets phylogenetics: a review of karyotype evolution in diprotodontian marsupials. Journal of Heredity, 101(6), pp.690-702."
Animalia,Mammalia,Metatheria,Peramelemorphia,Peramelidae,Isoodon,obesulus,Asynaptic,Male,14,XY,XY,evobir.shinyapps.io/mammals/
Animalia,Mammalia,Metatheria,Peramelemorphia,Peramelidae,Microperoryctes,longicauda,Asynaptic,Male,14,XY,XY,"Westerman, M., Meredith, R.W. and Springer, M.S., 2010. Cytogenetics meets phylogenetics: a review of karyotype evolution in diprotodontian marsupials. Journal of Heredity, 101(6), pp.690-702."
Animalia,Mammalia,Metatheria,Peramelemorphia,Peramelidae,Perameles,nasuta,Asynaptic,Male,14,XY,XY,evobir.shinyapps.io/mammals/
Animalia,Mammalia,Metatheria,Peramelemorphia,Peramelidae,Peroryctes,raffrayana,Asynaptic,Male,14,XY,XY,"Westerman, M., Meredith, R.W. and Springer, M.S., 2010. Cytogenetics meets phylogenetics: a review of karyotype evolution in diprotodontian marsupials. Journal of Heredity, 101(6), pp.690-702."
Animalia,Mammalia,Metatheria,Peramelemorphia,Thylacomyidae,Macrotis,lagotis,Asynaptic,Male,18,complex XY,Complex XY,evobir.shinyapps.io/mammals/
Animalia,Mammalia,Theria,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus,,,30,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus longiceps,,,30,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus meesteri,,,30,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus pondoliae,,,30,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Chrysochloridae,Amblysomus,iris,,,34,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Chrysochloridae,Amblysomus,robustus,,,36,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Chrysochloridae,Calcochloris,obtusirostris,,,28,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Chrysochloridae,Chlorotalpa,duthieae,,,30,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Chrysochloridae,Chlorotalpa,sclateri,,,30,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Chrysochloridae,Chrysochloris,asiatica,,,30,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Chrysochloridae,Chrysospalax,trevelyani,,,30,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Chrysochloridae,Cryptochloris,zyli,,,30,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Chrysochloridae,Eremitalpa,granti,,,26,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Chrysochloridae,Neamblysomus,julianae,,,30,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Tenrecidae,Echinops,telfairi,,,40,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Tenrecidae,Hemicentetes,nigriceps,,,38,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Tenrecidae,Microgale,cowani,,,38,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Tenrecidae,Microgale,dobsoni,,,30,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Tenrecidae,Microgale,fotsifotsy,,,32,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Tenrecidae,Microgale,longicaudata,,,30,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Tenrecidae,Microgale,majori,,,30,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Tenrecidae,Microgale,parvula,,,32,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Tenrecidae,Microgale,principula,,,30,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Tenrecidae,Microgale,soricoides,,,32,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Tenrecidae,Microgale,taiva,,,32,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Tenrecidae,Microgale,thomasi,,,56,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Tenrecidae,Oryzorictes,hova,,,32,XY,XY,
Animalia,Mammalia,Theria,Afrosoricida,Tenrecidae,Tenrec,eucadatus,,,38,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Antilocapridae,Antilocapra,americana,,,58,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Balaenidae,Balena,mysticetus,,,42,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Balaenopteridae,Balaenoptera,acutorostrata,,,44,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Balaenopteridae,Balaenoptera,borealis,,,44,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Balaenopteridae,Balaenoptera,musculus,,,44,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Balaenopteridae,Balaenoptera,physalus,,,42,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Balaenopteridae,Balaenoptera,physalus,,,44,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Balaenopteridae,Megaptera,novaeangliae,,,44,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Addax,nasomaculatus,,,58,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Aepyceros,melampus,,,60,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Aepyceros,melampus petersi,,,59,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Alcephalus,buselaphus jacksoni,,,40,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Alcephalus,busephalus,,,40,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Ammotragus,lervia,,,58,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Anoa,depressicornis depressicornis,,,48,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Antidorcas,marsupialis,,,56,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Antilope,cervicapra,,,32,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Bison,bison,,,60,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Bison,bonasus,,,60,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Bos,frontalis (gaurus),,,58,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Bos,frontalis (gayal),,,58,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Bos,grunniens,,,60,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Bos,indicus,,,60,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Bos,javanicus,,,60,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Bos,taurus,,,60,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Boselaphus,tragocamelus,,,46,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Bubalus,bubalis,,,50,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Bubalus,depressicornis,,,48,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Budorcas,taxicolor,,,52,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Capra,cylindricornis,,,60,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Capra,hircus,,,60,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Capra,hircus aegagrus,,,60,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Capra,hircus hircus,,,60,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Capra,ibex,,,60,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Capra,pyrenaica hispanica,,,60,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Capricornis,crispus,,,50,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Capricornis,sumatraensis,,,48,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Cephalophus,dorsalis,,,60,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Cephalophus,monticola,,,60,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Cephalophus,niger,,,60,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Cephalophus,rufilatus,,,60,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Cephalophus,silvicultor,,,60,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Connochaetes,gnou,,,58,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Connochaetes,taurinus,,,58,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Connochaetes,taurinus albojubatus,,,58,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Damaliscus,dorcas phillipsi,,,38,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Damaliscus,hunteri,,,44,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Damaliscus,lunatus topi,,,36,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Damaliscus,pygargus phillipsi,,,38,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Gazella,bennettii,,,50,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Gazella,cuvieri,,,32,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Gazella,dorcas,,,30,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Gazella,gazella,,,34,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Gazella,granti,,,30,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Gazella,leptoceros,,,32,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Gazella,rufifrons laevipes,,,58,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Gazella,saudiya,,,50,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Gazella,spekei,,,32,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Gazella,subgutturosa,,,30,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Gazella,subgutturosa marica,,,31,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Gazella,subgutturosa subgutturosa,,,30,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Gazella,thomsonii,,,58,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Hemitragus,jemlahicus,,,48,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Hippotragus,equinus,,,60,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Hippotragus,niger,,,60,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Kobus,ellipsiprymnus defassa,,,53,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Kobus,ellipsiprymnus ellipsiprymnus,,,51,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Kobus,kob,,,50,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Kobus,kob thomasi,,,50,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Kobus,leche,,,48,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Kobus,megaceros,,,52,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Madoqua,guentheri,,,49,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Madoqua,kirkii,,,47,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Naemorhedus,baileyi cranbrooki,,,56,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Naemorhedus,goral,,,56,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Nanger,dama mhorr,,,39,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Nanger,dama ruficollis,,,39,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Nanger,granti roosevelti,,,30,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Nanger,soemmerringii,,,37,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Neotragus,moschatus,,,54,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Oreamnos,americanus,,,42,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Oreotragus,oreotragus stevensoni,,,60,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Oryx,beisa beisa,,,58,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Oryx,beisa callotis,,,58,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Oryx,dammah,,,57,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Oryx,gazella,,,56,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Oryx,gazella beisa,,,58,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Oryx,gazella callotis,,,58,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Oryx,gazella gazella,,,56,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Oryx,leucoryx,,,57,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Ovibos,moschatus,,,48,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Ovis,ammon,,,56,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Ovis,ammon nigrimontana,,,56,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Ovis,aries,,,54,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Ovis,aries aries,,,54,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Ovis,aries musimon,,,54,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Ovis,aries orientalis,,,54,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Ovis,canadensis,,,54,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Ovis,nivcola,,,52,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Ovis,orientalis,,,54,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Ovis,orientalis musimon,,,54,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Pelea,capreolus,,,56,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Pseudois,nayaur szechuanensis,,,56,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Pseudois,schaeferi,,,54,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Pseudoryx,nghetinhensis,,,50,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Raphicerus,campestris,,,30,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Redunca,fulvorufula,,,57,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Rupricapra,rupicapra,,,58,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Syncerus,caffer,,,52,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Syncerus,caffer,,,55,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Taurotragus,derbianus,,,32,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Taurotragus,oryx pattersonianus,,,32,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Tetracerus,quadricornis,,,38,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Tragelaphus,angasii,,,56,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Tragelaphus,eurycerus,,,34,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Tragelaphus,imberbis,,,38,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Tragelaphus,scriptus,,,34,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Tragelaphus,spekii,,,30,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Tragelaphus,strepsiceros,,,32,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Bovidae,Tragelaphus,strepsiceros strepsiceros,,,32,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Camelidae,Camelus,bactrianus,,,74,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Camelidae,Camelus,dromedarius,,,74,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Camelidae,Camelus,ferus,,,74,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Camelidae,Lama,glama,,,74,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Camelidae,Lama,guanicoe,,,74,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Camelidae,Lama,pacos,,,74,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Camelidae,Vicugna,vicugna,,,74,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Alces,alces,,,68,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Axis,axis,,,66,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Axis,calamianensis,,,68,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Axis,kuhlii,,,68,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Blastocerus,dichotomus,,,66,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Capreolus,capreolus,,,70,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Capreolus,pygargus,,,70,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Cervus,albirostris,,,66,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Cervus,elaphus,,,68,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Cervus,elaphus,,,62,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Cervus,elaphus bactrianus,,,68,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Cervus,elaphus sibiricus,,,68,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Cervus,nippon,,,66,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Cervus,nippon hortulorum,,,66,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Cervus,nippon mandarinus,,,66,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Cervus,timorensis russa,,,60,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Cervus,unicolor,,,58,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Cervus,unicolor malaccensis,,,56,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Dama,dama,,,68,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Dama,mesopotamica,,,68,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Elaphodus,cephalophus,,,47,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Elaphurus,davidianus,,,68,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Hippocamelus,bisculus,,,70,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Hydropotes,inermis,,,70,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Mazama,americana,,,42,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Mazama,bororo,,,34,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Mazama,gouazoubira,,,70,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Mazama,nana,,,36,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Mazama,nemorivaga,,,68,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Muntiacus,crinifrons,,,8,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Muntiacus,feae,,,13,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Muntiacus,gongshanensis,,,8,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Muntiacus,muntjak,,,6,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Muntiacus,muntjak vaginalis,,,6,complex XY,Complex XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Muntiacus,reevesi,,,46,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Odocoileus,hemionus,,,70,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Odocoileus,virginianus,,,70,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Ozotocerus,bezoarticus,,,68,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Pudu,puda,,,70,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Rangifer,tarandus,,,70,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Rucervus,duvaucelii,,,56,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Cervidae,Rucervus,eldii,,,58,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Delphinidae,Delphinus,bairdii,,,44,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Delphinidae,Delphinus,delphis,,,44,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Delphinidae,Globicephala,macrorhynchus,,,44,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Delphinidae,Lagenorhynchus,albirostris,,,44,XY,XY,
